Date,Inflation
1/22/77,5.6770833333333215
1/23/77,5.699571808818438
1/24/77,5.722055079842647
1/25/77,5.744533148212438
1/26/77,5.767006015733456
1/27/77,5.789473684210544
1/28/77,5.811936155447617
1/29/77,5.834393431247853
1/30/77,5.856845513413522
1/31/77,5.879292403746117
2/1/77,5.907433726750311
2/2/77,5.926488242355776
2/3/77,5.945540403371741
2/4/77,5.964590210234588
2/5/77,5.983637663380681
2/6/77,6.002682763246159
2/7/77,6.021725510267117
2/8/77,6.040765904879564
2/9/77,6.059803947519349
2/10/77,6.078839638622258
2/11/77,6.097872978623942
2/12/77,6.116903967959919
2/13/77,6.135932607065664
2/14/77,6.154958896376517
2/15/77,6.173982836327729
2/16/77,6.193004427354354
2/17/77,6.212023669891442
2/18/77,6.231040564373891
2/19/77,6.250055111
2/20/77,6.269067310914012
2/21/77,6.288077163840922
2/22/77,6.307084670451735
2/23/77,6.326089831180837
2/24/77,6.345092646462502
2/25/77,6.364093116730873
2/26/77,6.383091242
2/27/77,6.402087023963765
2/28/77,6.421080462
3/1/77,6.440071556350624
3/2/77,6.456638394
3/3/77,6.4732014077193645
3/4/77,6.489760599942307
3/5/77,6.506315972
3/6/77,6.522867524078668
3/7/77,6.539415258635595
3/8/77,6.5559591766130465
3/9/77,6.572499279331212
3/10/77,6.589035568109769
3/11/77,6.6055680442676845
3/12/77,6.622096709123393
3/13/77,6.638621563994707
3/14/77,6.655142610198794
3/15/77,6.671659849052247
3/16/77,6.688173281871079
3/17/77,6.704682909970638
3/18/77,6.721188734665673
3/19/77,6.737690757270376
3/20/77,6.7541889790982745
3/21/77,6.770683401462363
3/22/77,6.787174025674969
3/23/77,6.8036608530478215
3/24/77,6.820143884892094
3/25/77,6.8366231225182705
3/26/77,6.8530985672363265
3/27/77,6.86957022
3/28/77,6.886038083184709
3/29/77,6.902502157
3/30/77,6.918962443
3/31/77,6.935418943009952
4/1/77,6.951871657754016
4/2/77,6.944279434
4/3/77,6.936690818386992
4/4/77,6.929105806911284
4/5/77,6.921524397483081
4/6/77,6.913946587537079
4/7/77,6.9063723745105055
4/8/77,6.898801756
4/9/77,6.891234728976392
4/10/77,6.883671291355387
4/11/77,6.876111440426791
4/12/77,6.868555173639912
4/13/77,6.861002488446499
4/14/77,6.853453382300656
4/15/77,6.8459078526589945
4/16/77,6.838365896980458
4/17/77,6.830827512726412
4/18/77,6.823292697360639
4/19/77,6.815761448
4/20/77,6.808233763160998
4/21/77,6.800709639266689
4/22/77,6.793189074139772
4/23/77,6.785672065255932
4/24/77,6.7781586100933655
4/25/77,6.770648706132554
4/26/77,6.763142350856466
4/27/77,6.7556395417503134
4/28/77,6.748140276301795
4/29/77,6.740644552000918
4/30/77,6.733152366340134
5/1/77,6.725663716814156
5/2/77,6.730220344788229
5/3/77,6.734775412362315
5/4/77,6.739328920337817
5/5/77,6.743880869515606
5/6/77,6.748431260695953
5/7/77,6.752980094678618
5/8/77,6.757527372262762
5/9/77,6.762073094247101
5/10/77,6.766617261429708
5/11/77,6.771159874608146
5/12/77,6.775700934579443
5/13/77,6.780240442140051
5/14/77,6.784778398085911
5/15/77,6.789314803212387
5/16/77,6.793849658314355
5/17/77,6.798382964186067
5/18/77,6.8029147216213115
5/19/77,6.807444931413298
