Date,Debt_to_GDP_Ratio
1945-07-06,1.1618197720456702
1945-07-07,1.161971616894577
1945-07-08,1.162123461743484
1945-07-09,1.1622753065923908
1945-07-10,1.1624271514412976
1945-07-11,1.1625789962902044
1945-07-12,1.1627308411391115
1945-07-13,1.1628826859880184
1945-07-14,1.1630345308369252
1945-07-15,1.163186375685832
1945-07-16,1.163338220534739
1945-07-17,1.1634900653836457
1945-07-18,1.1636419102325526
1945-07-19,1.1637937550814594
1945-07-20,1.1639455999303663
1945-07-21,1.1640974447792733
1945-07-22,1.1642492896281802
1945-07-23,1.164401134477087
1945-07-24,1.1645529793259939
1945-07-25,1.1647048241749007
1945-07-26,1.1648566690238076
1945-07-27,1.1650085138727144
1945-07-28,1.1651603587216213
1945-07-29,1.1653122035705281
1945-07-30,1.1654640484194352
1945-07-31,1.165615893268342
1945-08-01,1.1657677381172489
1945-08-02,1.1659195829661557
1945-08-03,1.1660714278150626
1945-08-04,1.1662232726639694
1945-08-05,1.1663751175128763
1945-08-06,1.166526962361783
1945-08-07,1.16667880721069
1945-08-08,1.166830652059597
1945-08-09,1.1669824969085039
1945-08-10,1.1671343417574107
1945-08-11,1.1672861866063176
1945-08-12,1.1674380314552244
1945-08-13,1.1675898763041312
1945-08-14,1.167741721153038
1945-08-15,1.167893566001945
1945-08-16,1.1680454108508518
1945-08-17,1.1681972556997589
1945-08-18,1.1683491005486657
1945-08-19,1.1685009453975725
1945-08-20,1.1686527902464794
1945-08-21,1.1688046350953862
1945-08-22,1.168956479944293
1945-08-23,1.1691083247932
1945-08-24,1.1692601696421068
1945-08-25,1.1694120144910136
1945-08-26,1.1695638593399207
1945-08-27,1.1697157041888275
1945-08-28,1.1698675490377344
1945-08-29,1.1700193938866412
1945-08-30,1.170171238735548
1945-08-31,1.170323083584455
1945-09-01,1.1704749284333618
1945-09-02,1.1706267732822686
1945-09-03,1.1707786181311755
1945-09-04,1.1709304629800825
1945-09-05,1.1710823078289894
1945-09-06,1.1712341526778962
1945-09-07,1.171385997526803
1945-09-08,1.17153784237571
1945-09-09,1.1716896872246167
1945-09-10,1.1718415320735236
1945-09-11,1.1719933769224304
1945-09-12,1.1721452217713375
1945-09-13,1.1722970666202444
1945-09-14,1.1724489114691512
1945-09-15,1.172600756318058
1945-09-16,1.172752601166965
1945-09-17,1.1729044460158717
1945-09-18,1.1730562908647786
1945-09-19,1.1732081357136854
1945-09-20,1.1733599805625923
1945-09-21,1.1735118254114993
1945-09-22,1.1736636702604062
1945-09-23,1.173815515109313
1945-09-24,1.1739673599582199
1945-09-25,1.1741192048071267
1945-09-26,1.1742710496560336
1945-09-27,1.1744228945049404
1945-09-28,1.1745747393538473
1945-09-29,1.174726584202754
1945-09-30,1.1748784290516612
1945-10-01,1.175030273900568
1945-10-02,1.1751821187494749
1945-10-03,1.1753339635983817
1945-10-04,1.1754858084472886
1945-10-05,1.1756376532961954
1945-10-06,1.1757894981451023
1945-10-07,1.175941342994009
1945-10-08,1.176093187842916
1945-10-09,1.176245032691823
1945-10-10,1.1763968775407299
1945-10-11,1.1765487223896367
1945-10-12,1.1767005672385435
1945-10-13,1.1768524120874504
1945-10-14,1.1770042569363572
1945-10-15,1.177156101785264
1945-10-16,1.177307946634171
1945-10-17,1.1774597914830778
1945-10-18,1.1776116363319848
1945-10-19,1.1777634811808917
1945-10-20,1.1779153260297985
1945-10-21,1.1780671708787054
1945-10-22,1.1782190157276122
1945-10-23,1.178370860576519
1945-10-24,1.178522705425426
1945-10-25,1.1786745502743328
1945-10-26,1.1788263951232396
1945-10-27,1.1789782399721467
1945-10-28,1.1791300848210535
1945-10-29,1.1792819296699604
1945-10-30,1.1794337745188672
1945-10-31,1.179585619367774
1945-11-01,1.179737464216681
1945-11-02,1.1798893090655878
1945-11-03,1.1800411539144946
1945-11-04,1.1801929987634014
1945-11-05,1.1803448436123085
1945-11-06,1.1804966884612154
1945-11-07,1.1806485333101222
1945-11-08,1.180800378159029
1945-11-09,1.180952223007936
1945-11-10,1.1811040678568427
1945-11-11,1.1812559127057496
1945-11-12,1.1814077575546564
1945-11-13,1.1815596024035635
1945-11-14,1.1817114472524703
1945-11-15,1.1818632921013772
1945-11-16,1.182015136950284
1945-11-17,1.1821669817991909
1945-11-18,1.1823188266480977
1945-11-19,1.1824706714970046
1945-11-20,1.1826225163459114
1945-11-21,1.1827743611948183
1945-11-22,1.1829262060437253
1945-11-23,1.1830780508926322
1945-11-24,1.183229895741539
1945-11-25,1.1833817405904459
1945-11-26,1.1835335854393527
1945-11-27,1.1836854302882596
1945-11-28,1.1838372751371664
1945-11-29,1.1839891199860733
1945-11-30,1.18414096483498
1945-12-01,1.1842928096838872
1945-12-02,1.184444654532794
1945-12-03,1.1845964993817009
1945-12-04,1.1847483442306077
1945-12-05,1.1849001890795146
1945-12-06,1.1850520339284214
1945-12-07,1.1852038787773282
1945-12-08,1.185355723626235
1945-12-09,1.185507568475142
1945-12-10,1.185659413324049
1945-12-11,1.1858112581729559
1945-12-12,1.1859631030218627
1945-12-13,1.1861149478707695
1945-12-14,1.1862667927196764
1945-12-15,1.1864186375685832
1945-12-16,1.18657048241749
1945-12-17,1.186722327266397
1945-12-18,1.1868741721153038
1945-12-19,1.1870260169642108
1945-12-20,1.1871778618131177
1945-12-21,1.1873297066620245
1945-12-22,1.1874815515109314
1945-12-23,1.1876333963598382
1945-12-24,1.187785241208745
1945-12-25,1.187937086057652
1945-12-26,1.1880889309065588
1945-12-27,1.1882407757554656
1945-12-28,1.1883926206043727
1945-12-29,1.1885444654532795
1945-12-30,1.1886963103021864
1945-12-31,1.1888481551510932
1946-01-01,1.189
1946-01-02,1.1886904109589043
1946-01-03,1.1883808219178082
1946-01-04,1.1880712328767125
1946-01-05,1.1877616438356164
1946-01-06,1.1874520547945207
1946-01-07,1.1871424657534246
1946-01-08,1.1868328767123288
1946-01-09,1.1865232876712328
1946-01-10,1.186213698630137
1946-01-11,1.1859041095890412
1946-01-12,1.1855945205479452
1946-01-13,1.1852849315068494
1946-01-14,1.1849753424657534
1946-01-15,1.1846657534246576
1946-01-16,1.1843561643835616
1946-01-17,1.1840465753424658
1946-01-18,1.1837369863013698
1946-01-19,1.183427397260274
1946-01-20,1.1831178082191782
1946-01-21,1.1828082191780822
1946-01-22,1.1824986301369864
1946-01-23,1.1821890410958904
1946-01-24,1.1818794520547946
1946-01-25,1.1815698630136986
1946-01-26,1.1812602739726028
1946-01-27,1.1809506849315068
1946-01-28,1.180641095890411
1946-01-29,1.1803315068493152
1946-01-30,1.1800219178082192
1946-01-31,1.1797123287671234
1946-02-01,1.1794027397260274
1946-02-02,1.1790931506849316
1946-02-03,1.1787835616438356
1946-02-04,1.1784739726027398
1946-02-05,1.1781643835616438
1946-02-06,1.177854794520548
1946-02-07,1.1775452054794522
1946-02-08,1.1772356164383562
1946-02-09,1.1769260273972604
1946-02-10,1.1766164383561644
1946-02-11,1.1763068493150686
1946-02-12,1.1759972602739726
1946-02-13,1.1756876712328768
1946-02-14,1.1753780821917807
1946-02-15,1.175068493150685
1946-02-16,1.1747589041095892
1946-02-17,1.1744493150684931
1946-02-18,1.1741397260273974
1946-02-19,1.1738301369863013
1946-02-20,1.1735205479452055
1946-02-21,1.1732109589041095
1946-02-22,1.1729013698630137
1946-02-23,1.1725917808219177
1946-02-24,1.172282191780822
1946-02-25,1.1719726027397261
1946-02-26,1.1716630136986301
1946-02-27,1.1713534246575343
1946-02-28,1.1710438356164383
1946-03-01,1.1707342465753425
1946-03-02,1.1704246575342465
1946-03-03,1.1701150684931507
1946-03-04,1.1698054794520547
1946-03-05,1.169495890410959
1946-03-06,1.1691863013698631
1946-03-07,1.168876712328767
1946-03-08,1.1685671232876713
1946-03-09,1.1682575342465753
1946-03-10,1.1679479452054795
1946-03-11,1.1676383561643835
1946-03-12,1.1673287671232877
1946-03-13,1.1670191780821917
1946-03-14,1.166709589041096
1946-03-15,1.1664
1946-03-16,1.166090410958904
1946-03-17,1.1657808219178083
1946-03-18,1.1654712328767123
1946-03-19,1.1651616438356165
1946-03-20,1.1648520547945205
1946-03-21,1.1645424657534247
1946-03-22,1.1642328767123287
1946-03-23,1.1639232876712329
1946-03-24,1.163613698630137
1946-03-25,1.163304109589041
1946-03-26,1.1629945205479453
1946-03-27,1.1626849315068493
1946-03-28,1.1623753424657535
1946-03-29,1.1620657534246575
1946-03-30,1.1617561643835617
1946-03-31,1.1614465753424659
1946-04-01,1.1611369863013699
1946-04-02,1.160827397260274
1946-04-03,1.160517808219178
1946-04-04,1.1602082191780823
1946-04-05,1.1598986301369862
1946-04-06,1.1595890410958904
1946-04-07,1.1592794520547944
1946-04-08,1.1589698630136986
1946-04-09,1.1586602739726026
1946-04-10,1.1583506849315068
1946-04-11,1.158041095890411
1946-04-12,1.157731506849315
1946-04-13,1.1574219178082192
1946-04-14,1.1571123287671232
1946-04-15,1.1568027397260274
1946-04-16,1.1564931506849314
1946-04-17,1.1561835616438356
1946-04-18,1.1558739726027398
1946-04-19,1.1555643835616438
1946-04-20,1.155254794520548
1946-04-21,1.154945205479452
1946-04-22,1.1546356164383562
1946-04-23,1.1543260273972602
1946-04-24,1.1540164383561644
1946-04-25,1.1537068493150684
1946-04-26,1.1533972602739726
1946-04-27,1.1530876712328766
1946-04-28,1.1527780821917808
1946-04-29,1.152468493150685
1946-04-30,1.152158904109589
1946-05-01,1.1518493150684932
1946-05-02,1.1515397260273972
1946-05-03,1.1512301369863014
1946-05-04,1.1509205479452054
1946-05-05,1.1506109589041096
1946-05-06,1.1503013698630138
1946-05-07,1.1499917808219178
1946-05-08,1.149682191780822
1946-05-09,1.149372602739726
1946-05-10,1.1490630136986302
1946-05-11,1.1487534246575342
1946-05-12,1.1484438356164384
1946-05-13,1.1481342465753424
1946-05-14,1.1478246575342466
1946-05-15,1.1475150684931508
1946-05-16,1.1472054794520548
1946-05-17,1.146895890410959
1946-05-18,1.146586301369863
1946-05-19,1.1462767123287672
1946-05-20,1.1459671232876711
1946-05-21,1.1456575342465753
1946-05-22,1.1453479452054793
1946-05-23,1.1450383561643835
1946-05-24,1.1447287671232877
1946-05-25,1.1444191780821917
1946-05-26,1.144109589041096
1946-05-27,1.1438
1946-05-28,1.1434904109589041
1946-05-29,1.1431808219178081
1946-05-30,1.1428712328767123
1946-05-31,1.1425616438356163
1946-06-01,1.1422520547945205
1946-06-02,1.1419424657534247
1946-06-03,1.1416328767123287
1946-06-04,1.141323287671233
1946-06-05,1.141013698630137
1946-06-06,1.1407041095890411
1946-06-07,1.140394520547945
1946-06-08,1.1400849315068493
1946-06-09,1.1397753424657533
1946-06-10,1.1394657534246575
1946-06-11,1.1391561643835617
1946-06-12,1.1388465753424657
1946-06-13,1.13853698630137
1946-06-14,1.1382273972602739
1946-06-15,1.137917808219178
1946-06-16,1.137608219178082
1946-06-17,1.1372986301369863
1946-06-18,1.1369890410958903
1946-06-19,1.1366794520547945
1946-06-20,1.1363698630136987
1946-06-21,1.1360602739726027
1946-06-22,1.1357506849315069
1946-06-23,1.1354410958904109
1946-06-24,1.135131506849315
1946-06-25,1.134821917808219
1946-06-26,1.1345123287671233
1946-06-27,1.1342027397260273
1946-06-28,1.1338931506849315
1946-06-29,1.1335835616438357
1946-06-30,1.1332739726027397
1946-07-01,1.1329643835616439
1946-07-02,1.1326547945205478
1946-07-03,1.132345205479452
1946-07-04,1.132035616438356
1946-07-05,1.1317260273972602
1946-07-06,1.1314164383561642
1946-07-07,1.1311068493150684
1946-07-08,1.1307972602739726
1946-07-09,1.1304876712328766
1946-07-10,1.1301780821917808
1946-07-11,1.1298684931506848
1946-07-12,1.129558904109589
1946-07-13,1.129249315068493
1946-07-14,1.1289397260273972
1946-07-15,1.1286301369863012
1946-07-16,1.1283205479452054
1946-07-17,1.1280109589041096
1946-07-18,1.1277013698630136
1946-07-19,1.1273917808219178
1946-07-20,1.1270821917808218
1946-07-21,1.126772602739726
1946-07-22,1.12646301369863
1946-07-23,1.1261534246575342
1946-07-24,1.1258438356164382
1946-07-25,1.1255342465753424
1946-07-26,1.1252246575342466
1946-07-27,1.1249150684931506
1946-07-28,1.1246054794520548
1946-07-29,1.1242958904109588
1946-07-30,1.123986301369863
1946-07-31,1.123676712328767
1946-08-01,1.1233671232876712
1946-08-02,1.1230575342465752
1946-08-03,1.1227479452054794
1946-08-04,1.1224383561643836
1946-08-05,1.1221287671232876
1946-08-06,1.1218191780821918
1946-08-07,1.1215095890410958
1946-08-08,1.1212
1946-08-09,1.120890410958904
1946-08-10,1.1205808219178082
1946-08-11,1.1202712328767122
1946-08-12,1.1199616438356164
1946-08-13,1.1196520547945206
1946-08-14,1.1193424657534246
1946-08-15,1.1190328767123288
1946-08-16,1.1187232876712327
1946-08-17,1.118413698630137
1946-08-18,1.118104109589041
1946-08-19,1.1177945205479451
1946-08-20,1.1174849315068491
1946-08-21,1.1171753424657533
1946-08-22,1.1168657534246575
1946-08-23,1.1165561643835615
1946-08-24,1.1162465753424657
1946-08-25,1.1159369863013697
1946-08-26,1.115627397260274
1946-08-27,1.115317808219178
1946-08-28,1.1150082191780821
1946-08-29,1.1146986301369863
1946-08-30,1.1143890410958903
1946-08-31,1.1140794520547945
1946-09-01,1.1137698630136985
1946-09-02,1.1134602739726027
1946-09-03,1.1131506849315067
1946-09-04,1.112841095890411
1946-09-05,1.112531506849315
1946-09-06,1.112221917808219
1946-09-07,1.111912328767123
1946-09-08,1.1116027397260273
1946-09-09,1.1112931506849315
1946-09-10,1.1109835616438355
1946-09-11,1.1106739726027397
1946-09-12,1.1103643835616437
1946-09-13,1.110054794520548
1946-09-14,1.1097452054794519
1946-09-15,1.109435616438356
1946-09-16,1.1091260273972603
1946-09-17,1.1088164383561643
1946-09-18,1.1085068493150685
1946-09-19,1.1081972602739725
1946-09-20,1.1078876712328767
1946-09-21,1.1075780821917807
1946-09-22,1.1072684931506849
1946-09-23,1.1069589041095889
1946-09-24,1.106649315068493
1946-09-25,1.106339726027397
1946-09-26,1.1060301369863013
1946-09-27,1.1057205479452055
1946-09-28,1.1054109589041095
1946-09-29,1.1051013698630137
1946-09-30,1.1047917808219176
1946-10-01,1.1044821917808219
1946-10-02,1.1041726027397258
1946-10-03,1.10386301369863
1946-10-04,1.1035534246575343
1946-10-05,1.1032438356164382
1946-10-06,1.1029342465753424
1946-10-07,1.1026246575342464
1946-10-08,1.1023150684931506
1946-10-09,1.1020054794520546
1946-10-10,1.1016958904109588
1946-10-11,1.1013863013698628
1946-10-12,1.101076712328767
1946-10-13,1.100767123287671
1946-10-14,1.1004575342465752
1946-10-15,1.1001479452054794
1946-10-16,1.0998383561643834
1946-10-17,1.0995287671232876
1946-10-18,1.0992191780821916
1946-10-19,1.0989095890410958
1946-10-20,1.0985999999999998
1946-10-21,1.098290410958904
1946-10-22,1.0979808219178082
1946-10-23,1.0976712328767122
1946-10-24,1.0973616438356164
1946-10-25,1.0970520547945204
1946-10-26,1.0967424657534246
1946-10-27,1.0964328767123286
1946-10-28,1.0961232876712328
1946-10-29,1.0958136986301368
1946-10-30,1.095504109589041
1946-10-31,1.095194520547945
1946-11-01,1.0948849315068492
1946-11-02,1.0945753424657534
1946-11-03,1.0942657534246574
1946-11-04,1.0939561643835616
1946-11-05,1.0936465753424656
1946-11-06,1.0933369863013698
1946-11-07,1.0930273972602738
1946-11-08,1.092717808219178
1946-11-09,1.0924082191780822
1946-11-10,1.0920986301369862
1946-11-11,1.0917890410958904
1946-11-12,1.0914794520547944
1946-11-13,1.0911698630136986
1946-11-14,1.0908602739726025
1946-11-15,1.0905506849315068
1946-11-16,1.0902410958904107
1946-11-17,1.089931506849315
1946-11-18,1.089621917808219
1946-11-19,1.0893123287671231
1946-11-20,1.0890027397260273
1946-11-21,1.0886931506849313
1946-11-22,1.0883835616438355
1946-11-23,1.0880739726027395
1946-11-24,1.0877643835616437
1946-11-25,1.0874547945205477
1946-11-26,1.087145205479452
1946-11-27,1.0868356164383561
1946-11-28,1.0865260273972601
1946-11-29,1.0862164383561643
1946-11-30,1.0859068493150683
1946-12-01,1.0855972602739725
1946-12-02,1.0852876712328765
1946-12-03,1.0849780821917807
1946-12-04,1.0846684931506847
1946-12-05,1.084358904109589
1946-12-06,1.0840493150684931
1946-12-07,1.083739726027397
1946-12-08,1.0834301369863013
1946-12-09,1.0831205479452053
1946-12-10,1.0828109589041095
1946-12-11,1.0825013698630135
1946-12-12,1.0821917808219177
1946-12-13,1.0818821917808217
1946-12-14,1.0815726027397259
1946-12-15,1.08126301369863
1946-12-16,1.080953424657534
1946-12-17,1.0806438356164383
1946-12-18,1.0803342465753423
1946-12-19,1.0800246575342465
1946-12-20,1.0797150684931505
1946-12-21,1.0794054794520547
1946-12-22,1.0790958904109587
1946-12-23,1.0787863013698629
1946-12-24,1.078476712328767
1946-12-25,1.078167123287671
1946-12-26,1.0778575342465753
1946-12-27,1.0775479452054793
1946-12-28,1.0772383561643835
1946-12-29,1.0769287671232874
1946-12-30,1.0766191780821917
1946-12-31,1.0763095890410956
1947-01-01,1.0759999999999998
1947-01-02,1.0756821917808217
1947-01-03,1.0753643835616438
1947-01-04,1.0750465753424656
1947-01-05,1.0747287671232875
1947-01-06,1.0744109589041095
1947-01-07,1.0740931506849314
1947-01-08,1.0737753424657532
1947-01-09,1.073457534246575
1947-01-10,1.0731397260273972
1947-01-11,1.072821917808219
1947-01-12,1.0725041095890409
1947-01-13,1.072186301369863
1947-01-14,1.0718684931506848
1947-01-15,1.0715506849315066
1947-01-16,1.0712328767123287
1947-01-17,1.0709150684931505
1947-01-18,1.0705972602739724
1947-01-19,1.0702794520547945
1947-01-20,1.0699616438356163
1947-01-21,1.0696438356164382
1947-01-22,1.0693260273972602
1947-01-23,1.069008219178082
1947-01-24,1.068690410958904
1947-01-25,1.0683726027397258
1947-01-26,1.0680547945205479
1947-01-27,1.0677369863013697
1947-01-28,1.0674191780821916
1947-01-29,1.0671013698630136
1947-01-30,1.0667835616438355
1947-01-31,1.0664657534246573
1947-02-01,1.0661479452054794
1947-02-02,1.0658301369863012
1947-02-03,1.065512328767123
1947-02-04,1.0651945205479452
1947-02-05,1.064876712328767
1947-02-06,1.0645589041095889
1947-02-07,1.0642410958904107
1947-02-08,1.0639232876712328
1947-02-09,1.0636054794520546
1947-02-10,1.0632876712328765
1947-02-11,1.0629698630136986
1947-02-12,1.0626520547945204
1947-02-13,1.0623342465753423
1947-02-14,1.0620164383561643
1947-02-15,1.0616986301369862
1947-02-16,1.061380821917808
1947-02-17,1.06106301369863
1947-02-18,1.060745205479452
1947-02-19,1.0604273972602738
1947-02-20,1.0601095890410956
1947-02-21,1.0597917808219177
1947-02-22,1.0594739726027396
1947-02-23,1.0591561643835614
1947-02-24,1.0588383561643835
1947-02-25,1.0585205479452053
1947-02-26,1.0582027397260272
1947-02-27,1.0578849315068493
1947-02-28,1.057567123287671
1947-03-01,1.057249315068493
1947-03-02,1.056931506849315
1947-03-03,1.0566136986301369
1947-03-04,1.0562958904109587
1947-03-05,1.0559780821917806
1947-03-06,1.0556602739726026
1947-03-07,1.0553424657534245
1947-03-08,1.0550246575342463
1947-03-09,1.0547068493150684
1947-03-10,1.0543890410958903
1947-03-11,1.0540712328767121
1947-03-12,1.0537534246575342
1947-03-13,1.053435616438356
1947-03-14,1.0531178082191779
1947-03-15,1.0528
1947-03-16,1.0524821917808218
1947-03-17,1.0521643835616437
1947-03-18,1.0518465753424657
1947-03-19,1.0515287671232876
1947-03-20,1.0512109589041094
1947-03-21,1.0508931506849313
1947-03-22,1.0505753424657533
1947-03-23,1.0502575342465752
1947-03-24,1.049939726027397
1947-03-25,1.0496219178082191
1947-03-26,1.049304109589041
1947-03-27,1.0489863013698628
1947-03-28,1.0486684931506849
1947-03-29,1.0483506849315067
1947-03-30,1.0480328767123286
1947-03-31,1.0477150684931507
1947-04-01,1.0473972602739725
1947-04-02,1.0470794520547944
1947-04-03,1.0467616438356162
1947-04-04,1.0464438356164383
1947-04-05,1.0461260273972601
1947-04-06,1.045808219178082
1947-04-07,1.045490410958904
1947-04-08,1.045172602739726
1947-04-09,1.0448547945205477
1947-04-10,1.0445369863013698
1947-04-11,1.0442191780821917
1947-04-12,1.0439013698630135
1947-04-13,1.0435835616438356
1947-04-14,1.0432657534246574
1947-04-15,1.0429479452054793
1947-04-16,1.0426301369863014
1947-04-17,1.0423123287671232
1947-04-18,1.041994520547945
1947-04-19,1.041676712328767
1947-04-20,1.041358904109589
1947-04-21,1.0410410958904108
1947-04-22,1.0407232876712327
1947-04-23,1.0404054794520547
1947-04-24,1.0400876712328766
1947-04-25,1.0397698630136984
1947-04-26,1.0394520547945205
1947-04-27,1.0391342465753424
1947-04-28,1.0388164383561642
1947-04-29,1.0384986301369863
1947-04-30,1.0381808219178081
1947-05-01,1.03786301369863
1947-05-02,1.0375452054794518
1947-05-03,1.037227397260274
1947-05-04,1.0369095890410958
1947-05-05,1.0365917808219176
1947-05-06,1.0362739726027397
1947-05-07,1.0359561643835615
1947-05-08,1.0356383561643834
1947-05-09,1.0353205479452054
1947-05-10,1.0350027397260273
1947-05-11,1.0346849315068491
1947-05-12,1.0343671232876712
1947-05-13,1.034049315068493
1947-05-14,1.033731506849315
1947-05-15,1.0334136986301368
1947-05-16,1.0330958904109588
1947-05-17,1.0327780821917807
1947-05-18,1.0324602739726025
1947-05-19,1.0321424657534246
1947-05-20,1.0318246575342465
1947-05-21,1.0315068493150683
1947-05-22,1.0311890410958904
1947-05-23,1.0308712328767122
1947-05-24,1.030553424657534
1947-05-25,1.0302356164383561
1947-05-26,1.029917808219178
1947-05-27,1.0295999999999998
1947-05-28,1.0292821917808217
1947-05-29,1.0289643835616438
1947-05-30,1.0286465753424656
1947-05-31,1.0283287671232875
1947-06-01,1.0280109589041095
1947-06-02,1.0276931506849314
1947-06-03,1.0273753424657532
1947-06-04,1.0270575342465753
