Date,M2 Velocity
1987-04-10,1.7197582417582418
1987-04-13,1.7202857142857142
1987-04-14,1.7204615384615385
1987-04-15,1.7206373626373626
1987-04-16,1.7208131868131868
1987-04-17,1.720989010989011
1987-04-20,1.7215164835164836
1987-04-21,1.7216923076923076
1987-04-22,1.721868131868132
1987-04-23,1.722043956043956
1987-04-24,1.7222197802197803
1987-04-27,1.7227472527472527
1987-04-28,1.722923076923077
1987-04-29,1.723098901098901
1987-04-30,1.7232747252747254
1987-05-01,1.7234505494505494
1987-05-04,1.7239780219780219
1987-05-05,1.7241538461538461
1987-05-06,1.7243296703296702
1987-05-07,1.7245054945054945
1987-05-08,1.7246813186813186
1987-05-11,1.7252087912087912
1987-05-12,1.7253846153846153
1987-05-13,1.7255604395604396
1987-05-14,1.7257362637362637
1987-05-15,1.725912087912088
1987-05-18,1.7264395604395604
1987-05-19,1.7266153846153847
1987-05-20,1.7267912087912087
1987-05-21,1.726967032967033
1987-05-22,1.727142857142857
1987-05-25,1.7276703296703297
1987-05-26,1.7278461538461538
1987-05-27,1.728021978021978
1987-05-28,1.7281978021978022
1987-05-29,1.7283736263736265
1987-06-01,1.7289010989010989
1987-06-02,1.729076923076923
1987-06-03,1.7292527472527472
1987-06-04,1.7294285714285713
1987-06-05,1.7296043956043956
1987-06-08,1.730131868131868
1987-06-09,1.7303076923076923
1987-06-10,1.7304835164835164
1987-06-11,1.7306593406593407
1987-06-12,1.7308351648351648
1987-06-15,1.7313626373626374
1987-06-16,1.7315384615384615
1987-06-17,1.7317142857142858
1987-06-18,1.7318901098901098
1987-06-19,1.7320659340659341
1987-06-22,1.7325934065934065
1987-06-23,1.7327692307692308
1987-06-24,1.732945054945055
1987-06-25,1.7331208791208792
1987-06-26,1.7332967032967033
1987-06-29,1.733824175824176
1987-06-30,1.734
1987-07-01,1.7341847826086956
1987-07-02,1.7343695652173914
1987-07-03,1.734554347826087
1987-07-06,1.735108695652174
1987-07-07,1.7352934782608695
1987-07-08,1.7354782608695651
1987-07-09,1.735663043478261
1987-07-10,1.7358478260869565
1987-07-13,1.7364021739130435
1987-07-14,1.7365869565217391
1987-07-15,1.7367717391304347
1987-07-16,1.7369565217391305
1987-07-17,1.737141304347826
1987-07-20,1.737695652173913
1987-07-21,1.7378804347826087
1987-07-22,1.7380652173913043
1987-07-23,1.73825
1987-07-24,1.7384347826086957
1987-07-27,1.7389891304347826
1987-07-28,1.7391739130434782
1987-07-29,1.7393586956521738
1987-07-30,1.7395434782608694
1987-07-31,1.7397282608695652
1987-08-03,1.7402826086956522
1987-08-04,1.7404673913043478
1987-08-05,1.7406521739130434
1987-08-06,1.740836956521739
1987-08-07,1.7410217391304348
1987-08-10,1.7415760869565218
1987-08-11,1.7417608695652174
1987-08-12,1.741945652173913
1987-08-13,1.7421304347826085
1987-08-14,1.7423152173913043
1987-08-17,1.7428695652173913
1987-08-18,1.743054347826087
1987-08-19,1.7432391304347825
1987-08-20,1.743423913043478
1987-08-21,1.743608695652174
1987-08-24,1.744163043478261
1987-08-25,1.7443478260869565
1987-08-26,1.744532608695652
1987-08-27,1.7447173913043477
1987-08-28,1.7449021739130435
1987-08-31,1.7454565217391305
1987-09-01,1.745641304347826
1987-09-02,1.7458260869565216
1987-09-03,1.7460108695652172
1987-09-04,1.746195652173913
1987-09-07,1.74675
1987-09-08,1.7469347826086956
1987-09-09,1.7471195652173912
1987-09-10,1.7473043478260868
1987-09-11,1.7474891304347826
1987-09-14,1.7480434782608694
1987-09-15,1.7482282608695652
1987-09-16,1.7484130434782608
1987-09-17,1.7485978260869564
1987-09-18,1.7487826086956522
1987-09-21,1.749336956521739
1987-09-22,1.7495217391304347
1987-09-23,1.7497065217391303
1987-09-24,1.749891304347826
1987-09-25,1.7500760869565217
1987-09-28,1.7506304347826085
1987-09-29,1.7508152173913043
1987-09-30,1.751
1987-10-01,1.7512717391304347
1987-10-02,1.7515434782608694
1987-10-05,1.7523586956521737
1987-10-06,1.7526304347826085
1987-10-07,1.7529021739130435
1987-10-08,1.7531739130434782
1987-10-09,1.753445652173913
1987-10-12,1.7542608695652173
1987-10-13,1.754532608695652
1987-10-14,1.7548043478260869
1987-10-15,1.7550760869565216
1987-10-16,1.7553478260869564
1987-10-19,1.7561630434782607
1987-10-20,1.7564347826086957
1987-10-21,1.7567065217391304
1987-10-22,1.7569782608695652
1987-10-23,1.75725
1987-10-26,1.7580652173913043
1987-10-27,1.758336956521739
1987-10-28,1.7586086956521738
1987-10-29,1.7588804347826086
1987-10-30,1.7591521739130433
1987-11-02,1.7599673913043479
1987-11-03,1.7602391304347826
1987-11-04,1.7605108695652174
1987-11-05,1.7607826086956522
1987-11-06,1.761054347826087
1987-11-09,1.7618695652173912
1987-11-10,1.762141304347826
1987-11-11,1.7624130434782608
1987-11-12,1.7626847826086955
1987-11-13,1.7629565217391303
1987-11-16,1.7637717391304348
1987-11-17,1.7640434782608696
1987-11-18,1.7643152173913044
1987-11-19,1.7645869565217391
1987-11-20,1.764858695652174
1987-11-23,1.7656739130434782
1987-11-24,1.765945652173913
1987-11-25,1.7662173913043477
1987-11-26,1.7664891304347825
1987-11-27,1.7667608695652173
1987-11-30,1.7675760869565218
1987-12-01,1.7678478260869566
1987-12-02,1.7681195652173913
1987-12-03,1.768391304347826
1987-12-04,1.7686630434782609
1987-12-07,1.7694782608695652
1987-12-08,1.76975
1987-12-09,1.7700217391304347
1987-12-10,1.7702934782608695
1987-12-11,1.7705652173913042
1987-12-14,1.7713804347826088
1987-12-15,1.7716521739130435
1987-12-16,1.7719239130434783
1987-12-17,1.772195652173913
1987-12-18,1.7724673913043478
1987-12-21,1.7732826086956521
1987-12-22,1.773554347826087
1987-12-23,1.7738260869565217
1987-12-24,1.7740978260869564
1987-12-25,1.7743695652173914
1987-12-28,1.7751847826086957
1987-12-29,1.7754565217391305
1987-12-30,1.7757282608695653
1987-12-31,1.776
1988-01-01,1.775912087912088
1988-01-04,1.7756483516483517
1988-01-05,1.7755604395604396
1988-01-06,1.7754725274725276
1988-01-07,1.7753846153846153
1988-01-08,1.7752967032967033
1988-01-11,1.775032967032967
1988-01-12,1.774945054945055
1988-01-13,1.774857142857143
1988-01-14,1.7747692307692309
1988-01-15,1.7746813186813186
1988-01-18,1.7744175824175825
1988-01-19,1.7743296703296703
1988-01-20,1.7742417582417582
1988-01-21,1.7741538461538462
1988-01-22,1.7740659340659342
1988-01-25,1.7738021978021978
1988-01-26,1.7737142857142858
1988-01-27,1.7736263736263735
1988-01-28,1.7735384615384615
1988-01-29,1.7734505494505495
1988-02-01,1.7731868131868131
1988-02-02,1.7730989010989011
1988-02-03,1.773010989010989
1988-02-04,1.772923076923077
1988-02-05,1.7728351648351648
1988-02-08,1.7725714285714287
1988-02-09,1.7724835164835164
1988-02-10,1.7723956043956044
1988-02-11,1.7723076923076924
1988-02-12,1.7722197802197803
1988-02-15,1.771956043956044
1988-02-16,1.771868131868132
1988-02-17,1.7717802197802197
1988-02-18,1.7716923076923077
1988-02-19,1.7716043956043956
1988-02-22,1.7713406593406593
1988-02-23,1.7712527472527473
1988-02-24,1.7711648351648352
1988-02-25,1.771076923076923
1988-02-26,1.770989010989011
1988-02-29,1.7707252747252746
1988-03-01,1.7706373626373626
1988-03-02,1.7705494505494506
1988-03-03,1.7704615384615385
1988-03-04,1.7703736263736265
1988-03-07,1.7701098901098902
1988-03-08,1.7700219780219781
1988-03-09,1.7699340659340659
1988-03-10,1.7698461538461538
1988-03-11,1.7697582417582418
1988-03-14,1.7694945054945055
1988-03-15,1.7694065934065935
1988-03-16,1.7693186813186814
1988-03-17,1.7692307692307692
1988-03-18,1.7691428571428571
1988-03-21,1.7688791208791208
1988-03-22,1.7687912087912088
1988-03-23,1.7687032967032967
1988-03-24,1.7686153846153847
1988-03-25,1.7685274725274724
1988-03-28,1.7682637362637363
1988-03-29,1.768175824175824
1988-03-30,1.768087912087912
1988-03-31,1.768
1988-04-01,1.7680659340659342
1988-04-04,1.7682637362637363
1988-04-05,1.7683296703296703
1988-04-06,1.7683956043956044
1988-04-07,1.7684615384615385
1988-04-08,1.7685274725274724
1988-04-11,1.7687252747252746
1988-04-12,1.7687912087912088
1988-04-13,1.768857142857143
1988-04-14,1.768923076923077
1988-04-15,1.768989010989011
1988-04-18,1.7691868131868131
1988-04-19,1.7692527472527473
1988-04-20,1.7693186813186814
1988-04-21,1.7693846153846153
1988-04-22,1.7694505494505495
1988-04-25,1.7696483516483517
1988-04-26,1.7697142857142858
1988-04-27,1.7697802197802197
1988-04-28,1.7698461538461538
1988-04-29,1.769912087912088
1988-05-02,1.7701098901098902
1988-05-03,1.770175824175824
1988-05-04,1.7702417582417582
1988-05-05,1.7703076923076924
1988-05-06,1.7703736263736265
1988-05-09,1.7705714285714287
1988-05-10,1.7706373626373626
1988-05-11,1.7707032967032967
1988-05-12,1.7707692307692309
1988-05-13,1.7708351648351648
1988-05-16,1.771032967032967
1988-05-17,1.7710989010989011
1988-05-18,1.7711648351648352
1988-05-19,1.7712307692307692
1988-05-20,1.7712967032967033
1988-05-23,1.7714945054945055
1988-05-24,1.7715604395604396
1988-05-25,1.7716263736263735
1988-05-26,1.7716923076923077
1988-05-27,1.7717582417582418
1988-05-30,1.771956043956044
1988-05-31,1.7720219780219781
1988-06-01,1.772087912087912
1988-06-02,1.7721538461538462
1988-06-03,1.7722197802197803
1988-06-06,1.7724175824175825
1988-06-07,1.7724835164835164
1988-06-08,1.7725494505494506
1988-06-09,1.7726153846153847
1988-06-10,1.7726813186813186
1988-06-13,1.7728791208791208
1988-06-14,1.772945054945055
1988-06-15,1.773010989010989
1988-06-16,1.773076923076923
1988-06-17,1.7731428571428571
1988-06-20,1.7733406593406593
1988-06-21,1.7734065934065935
1988-06-22,1.7734725274725276
1988-06-23,1.7735384615384615
1988-06-24,1.7736043956043956
1988-06-27,1.7738021978021978
1988-06-28,1.773868131868132
1988-06-29,1.7739340659340659
1988-06-30,1.774
1988-07-01,1.7741739130434784
1988-07-04,1.774695652173913
1988-07-05,1.7748695652173914
1988-07-06,1.7750434782608695
1988-07-07,1.7752173913043479
1988-07-08,1.7753913043478262
1988-07-11,1.7759130434782608
1988-07-12,1.7760869565217392
1988-07-13,1.7762608695652173
1988-07-14,1.7764347826086957
1988-07-15,1.7766086956521738
1988-07-18,1.7771304347826087
1988-07-19,1.777304347826087
1988-07-20,1.7774782608695652
1988-07-21,1.7776521739130435
1988-07-22,1.7778260869565217
1988-07-25,1.7783478260869565
1988-07-26,1.7785217391304349
1988-07-27,1.778695652173913
1988-07-28,1.7788695652173914
1988-07-29,1.7790434782608695
1988-08-01,1.7795652173913044
1988-08-02,1.7797391304347827
1988-08-03,1.7799130434782608
1988-08-04,1.7800869565217392
1988-08-05,1.7802608695652173
1988-08-08,1.7807826086956522
1988-08-09,1.7809565217391305
1988-08-10,1.7811304347826087
1988-08-11,1.781304347826087
1988-08-12,1.7814782608695652
1988-08-15,1.782
1988-08-16,1.7821739130434784
1988-08-17,1.7823478260869565
