Date,US_CPI_LEVEL
1995-01-13,146.00571428571428
1995-01-16,146.36357142857142
1995-01-17,146.7214285714286
1995-01-18,147.07928571428573
1995-01-19,147.43714285714287
1995-01-20,147.79500000000002
1995-01-23,148.15285714285716
1995-01-24,148.5107142857143
1995-01-25,148.86857142857144
1995-01-26,149.22642857142858
1995-01-27,149.58428571428573
1995-01-30,149.94214285714287
1995-01-31,150.3
1995-02-01,143.355
1995-02-02,143.7521052631579
1995-02-03,144.14921052631578
1995-02-06,144.54631578947368
1995-02-07,144.94342105263158
1995-02-08,145.34052631578948
1995-02-09,145.73763157894737
1995-02-10,146.13473684210527
1995-02-13,146.53184210526317
1995-02-14,146.92894736842106
1995-02-15,147.32605263157893
1995-02-16,147.72315789473683
1995-02-17,148.12026315789473
1995-02-20,148.51736842105262
1995-02-21,148.91447368421052
1995-02-22,149.31157894736842
1995-02-23,149.70868421052631
1995-02-24,150.1057894736842
1995-02-27,150.5028947368421
1995-02-28,150.9
1995-03-01,143.83
1995-03-02,144.17409090909092
1995-03-03,144.51818181818183
1995-03-06,144.86227272727274
1995-03-07,145.20636363636365
1995-03-08,145.55045454545456
1995-03-09,145.89454545454547
1995-03-10,146.23863636363637
1995-03-13,146.58272727272728
1995-03-14,146.9268181818182
1995-03-15,147.2709090909091
1995-03-16,147.615
1995-03-17,147.95909090909092
1995-03-20,148.30318181818183
1995-03-21,148.64727272727274
1995-03-22,148.99136363636364
1995-03-23,149.33545454545455
1995-03-24,149.67954545454546
1995-03-27,150.02363636363637
1995-03-28,150.36772727272728
1995-03-29,150.7118181818182
1995-03-30,151.0559090909091
1995-03-31,151.4
1995-04-03,144.305
1995-04-04,144.70473684210526
1995-04-05,145.10447368421055
1995-04-06,145.5042105263158
1995-04-07,145.90394736842106
1995-04-10,146.3036842105263
1995-04-11,146.7034210526316
1995-04-12,147.10315789473685
1995-04-13,147.5028947368421
1995-04-14,147.90263157894736
1995-04-17,148.30236842105265
1995-04-18,148.7021052631579
1995-04-19,149.10184210526316
1995-04-20,149.50157894736842
1995-04-21,149.9013157894737
1995-04-24,150.30105263157895
1995-04-25,150.7007894736842
1995-04-26,151.10052631578947
1995-04-27,151.50026315789475
1995-04-28,151.9
1995-05-01,144.58999999999997
1995-05-02,144.93590909090906
1995-05-03,145.28181818181815
1995-05-04,145.62772727272724
1995-05-05,145.97363636363633
1995-05-08,146.31954545454542
1995-05-09,146.66545454545454
1995-05-10,147.01136363636363
1995-05-11,147.35727272727271
1995-05-12,147.7031818181818
1995-05-15,148.0490909090909
1995-05-16,148.39499999999998
1995-05-17,148.74090909090907
1995-05-18,149.08681818181816
1995-05-19,149.43272727272725
1995-05-22,149.77863636363634
1995-05-23,150.12454545454543
1995-05-24,150.47045454545454
1995-05-25,150.81636363636363
1995-05-26,151.16227272727272
1995-05-29,151.5081818181818
1995-05-30,151.8540909090909
1995-05-31,152.2
1995-06-01,144.875
1995-06-02,145.23809523809524
1995-06-05,145.60119047619048
1995-06-06,145.96428571428572
1995-06-07,146.32738095238096
1995-06-08,146.6904761904762
1995-06-09,147.05357142857142
1995-06-12,147.41666666666666
1995-06-13,147.7797619047619
1995-06-14,148.14285714285714
1995-06-15,148.50595238095238
1995-06-16,148.86904761904762
1995-06-19,149.23214285714286
1995-06-20,149.5952380952381
1995-06-21,149.95833333333334
1995-06-22,150.32142857142858
1995-06-23,150.6845238095238
1995-06-26,151.04761904761904
1995-06-27,151.41071428571428
1995-06-28,151.77380952380952
1995-06-29,152.13690476190476
1995-06-30,152.5
1995-07-03,144.875
1995-07-04,145.25625
1995-07-05,145.6375
1995-07-06,146.01875
1995-07-07,146.4
1995-07-10,146.78125
1995-07-11,147.1625
1995-07-12,147.54375
1995-07-13,147.925
1995-07-14,148.30625
1995-07-17,148.6875
1995-07-18,149.06875
1995-07-19,149.45
1995-07-20,149.83125
1995-07-21,150.2125
1995-07-24,150.59375
1995-07-25,150.975
1995-07-26,151.35625
1995-07-27,151.7375
1995-07-28,152.11875
1995-07-31,152.5
1995-08-01,145.255
1995-08-02,145.6025
1995-08-03,145.95
1995-08-04,146.29749999999999
1995-08-07,146.645
1995-08-08,146.9925
1995-08-09,147.34
1995-08-10,147.6875
1995-08-11,148.035
1995-08-14,148.3825
1995-08-15,148.73
1995-08-16,149.0775
1995-08-17,149.425
1995-08-18,149.7725
1995-08-21,150.12
1995-08-22,150.4675
1995-08-23,150.815
1995-08-24,151.1625
1995-08-25,151.51
1995-08-28,151.85750000000002
1995-08-29,152.205
1995-08-30,152.5525
1995-08-31,152.9
1995-09-01,145.54
1995-09-04,145.923
1995-09-05,146.30599999999998
1995-09-06,146.689
1995-09-07,147.072
1995-09-08,147.45499999999998
1995-09-11,147.838
1995-09-12,148.221
1995-09-13,148.60399999999998
1995-09-14,148.987
1995-09-15,149.37
1995-09-18,149.753
1995-09-19,150.136
1995-09-20,150.51899999999998
1995-09-21,150.902
1995-09-22,151.285
1995-09-25,151.66799999999998
