Date,US_CPI_DAILY_INTERP
1966-10-28,32.880645161290325
1966-10-31,32.9
1966-11-01,32.9
1966-11-02,32.9
1966-11-03,32.9
1966-11-04,32.9
1966-11-07,32.9
1966-11-08,32.9
1966-11-09,32.9
1966-11-10,32.9
1966-11-11,32.9
1966-11-14,32.9
1966-11-15,32.9
1966-11-16,32.9
1966-11-17,32.9
1966-11-18,32.9
1966-11-21,32.9
1966-11-22,32.9
1966-11-23,32.9
1966-11-24,32.9
1966-11-25,32.9
1966-11-28,32.9
1966-11-29,32.9
1966-11-30,32.9
1966-12-01,32.9
1966-12-02,32.9
1966-12-05,32.9
1966-12-06,32.9
1966-12-07,32.9
1966-12-08,32.9
1966-12-09,32.9
1966-12-12,32.9
1966-12-13,32.9
1966-12-14,32.9
1966-12-15,32.9
1966-12-16,32.9
1966-12-19,32.9
1966-12-20,32.9
1966-12-21,32.9
1966-12-22,32.9
1966-12-23,32.9
1966-12-26,32.9
1966-12-27,32.9
1966-12-28,32.9
1966-12-29,32.9
1966-12-30,32.9
1967-01-02,32.9
1967-01-03,32.9
1967-01-04,32.9
1967-01-05,32.9
1967-01-06,32.9
1967-01-09,32.9
1967-01-10,32.9
1967-01-11,32.9
1967-01-12,32.9
1967-01-13,32.9
1967-01-16,32.9
1967-01-17,32.9
1967-01-18,32.9
1967-01-19,32.9
1967-01-20,32.9
1967-01-23,32.9
1967-01-24,32.9
1967-01-25,32.9
1967-01-26,32.9
1967-01-27,32.9
1967-01-30,32.9
1967-01-31,32.9
1967-02-01,32.9
1967-02-02,32.9
1967-02-03,32.9
1967-02-06,32.9
1967-02-07,32.9
1967-02-08,32.9
1967-02-09,32.9
1967-02-10,32.9
1967-02-13,32.9
1967-02-14,32.9
1967-02-15,32.9
1967-02-16,32.9
1967-02-17,32.9
1967-02-20,32.9
1967-02-21,32.9
1967-02-22,32.9
1967-02-23,32.9
1967-02-24,32.9
1967-02-27,32.9
1967-02-28,32.9
1967-03-01,32.90322580645161
1967-03-02,32.906451612903226
1967-03-03,32.909677419354836
1967-03-06,32.91935483870968
1967-03-07,32.92258064516129
1967-03-08,32.9258064516129
1967-03-09,32.92903225806452
1967-03-10,32.93225806451613
1967-03-13,32.941935483870964
1967-03-14,32.94516129032258
1967-03-15,32.94838709677419
1967-03-16,32.95161290322581
1967-03-17,32.95483870967742
1967-03-20,32.964516129032255
1967-03-21,32.96774193548387
1967-03-22,32.97096774193548
1967-03-23,32.9741935483871
1967-03-24,32.97741935483871
1967-03-27,32.987096774193546
1967-03-28,32.99032258064516
1967-03-29,32.99354838709677
1967-03-30,32.99677419354839
1967-03-31,33.0
1967-04-03,33.010714285714286
1967-04-04,33.01428571428571
1967-04-05,33.017857142857146
1967-04-06,33.02142857142857
1967-04-07,33.025
1967-04-10,33.035714285714285
1967-04-11,33.03928571428572
1967-04-12,33.042857142857144
1967-04-13,33.04642857142857
1967-04-14,33.05
1967-04-17,33.06071428571428
1967-04-18,33.06428571428572
1967-04-19,33.06785714285714
1967-04-20,33.07142857142857
1967-04-21,33.075
1967-04-24,33.08571428571429
1967-04-25,33.089285714285715
1967-04-26,33.09285714285714
1967-04-27,33.096428571428575
1967-04-28,33.1
1967-05-01,33.10909090909091
1967-05-02,33.11212121212122
1967-05-03,33.11515151515152
1967-05-04,33.11818181818182
1967-05-05,33.121212121212125
1967-05-08,33.13030303030303
1967-05-09,33.13333333333333
1967-05-10,33.13636363636364
1967-05-11,33.13939393939394
1967-05-12,33.14242424242425
1967-05-15,33.151515151515156
1967-05-16,33.154545454545456
1967-05-17,33.157575757575756
1967-05-18,33.160606060606064
1967-05-19,33.163636363636364
1967-05-22,33.17272727272727
1967-05-23,33.17575757575758
1967-05-24,33.17878787878788
1967-05-25,33.18181818181819
1967-05-26,33.18484848484849
1967-05-29,33.193939393939395
1967-05-30,33.1969696969697
1967-05-31,33.2
1967-06-01,33.20333333333333
1967-06-02,33.20666666666667
1967-06-05,33.21666666666667
1967-06-06,33.22
1967-06-07,33.223333333333336
1967-06-08,33.22666666666667
1967-06-09,33.230000000000004
1967-06-12,33.24
1967-06-13,33.24333333333333
1967-06-14,33.24666666666667
1967-06-15,33.25
1967-06-16,33.25333333333333
1967-06-19,33.263333333333335
1967-06-20,33.266666666666666
1967-06-21,33.269999999999996
1967-06-22,33.27333333333333
1967-06-23,33.276666666666664
1967-06-26,33.28666666666666
1967-06-27,33.29
1967-06-28,33.29333333333333
1967-06-29,33.29666666666667
1967-06-30,33.3
1967-07-03,33.309677419354834
1967-07-04,33.31290322580645
1967-07-05,33.31612903225806
1967-07-06,33.31935483870968
1967-07-07,33.32258064516129
1967-07-10,33.332258064516125
1967-07-11,33.33548387096774
1967-07-12,33.33870967741935
1967-07-13,33.34193548387096
1967-07-14,33.34516129032258
1967-07-17,33.354838709677416
1967-07-18,33.35806451612903
1967-07-19,33.36129032258064
1967-07-20,33.36451612903225
1967-07-21,33.36774193548387
1967-07-24,33.37741935483871
1967-07-25,33.38064516129032
1967-07-26,33.383870967741935
1967-07-27,33.387096774193544
1967-07-28,33.39032258064516
1967-07-31,33.4
1967-08-01,33.40322580645161
1967-08-02,33.406451612903226
1967-08-03,33.409677419354836
1967-08-04,33.41290322580645
1967-08-07,33.42258064516129
1967-08-08,33.4258064516129
1967-08-09,33.42903225806452
1967-08-10,33.43225806451613
1967-08-11,33.435483870967744
1967-08-14,33.44516129032258
1967-08-15,33.44838709677419
1967-08-16,33.45161290322581
1967-08-17,33.45483870967742
1967-08-18,33.458064516129035
1967-08-21,33.46774193548387
1967-08-22,33.47096774193548
1967-08-23,33.4741935483871
1967-08-24,33.47741935483871
1967-08-25,33.48064516129032
1967-08-28,33.49032258064516
1967-08-29,33.49354838709677
1967-08-30,33.49677419354839
1967-08-31,33.5
1967-09-01,33.50344827586207
1967-09-04,33.51379310344828
1967-09-05,33.51724137931034
1967-09-06,33.52068965517241
1967-09-07,33.52413793103448
1967-09-08,33.52758620689655
1967-09-11,33.53793103448276
1967-09-12,33.54137931034483
1967-09-13,33.5448275862069
1967-09-14,33.54827586206897
1967-09-15,33.55172413793103
1967-09-18,33.56206896551724
1967-09-19,33.56551724137931
1967-09-20,33.56896551724138
1967-09-21,33.57241379310345
1967-09-22,33.57586206896552
1967-09-25,33.58620689655172
1967-09-26,33.58965517241379
1967-09-27,33.59310344827586
1967-09-28,33.59655172413793
1967-09-29,33.6
1967-10-02,33.609375
1967-10-03,33.612500000000004
1967-10-04,33.615625
1967-10-05,33.61875
1967-10-06,33.621875
1967-10-09,33.63125
1967-10-10,33.634375
1967-10-11,33.6375
1967-10-12,33.640625
1967-10-13,33.643750000000004
1967-10-16,33.653125
1967-10-17,33.65625
1967-10-18,33.659375000000004
1967-10-19,33.6625
1967-10-20,33.665625000000006
1967-10-23,33.675000000000004
1967-10-24,33.678125
1967-10-25,33.681250000000006
1967-10-26,33.684375
1967-10-27,33.6875
1967-10-30,33.696875000000006
1967-10-31,33.7
1967-11-01,33.70333333333333
1967-11-02,33.70666666666667
1967-11-03,33.71
1967-11-06,33.72
1967-11-07,33.723333333333336
1967-11-08,33.72666666666667
1967-11-09,33.730000000000004
1967-11-10,33.733333333333334
1967-11-13,33.74333333333333
1967-11-14,33.74666666666667
1967-11-15,33.75
1967-11-16,33.75333333333333
1967-11-17,33.75666666666667
1967-11-20,33.766666666666666
1967-11-21,33.769999999999996
1967-11-22,33.77333333333333
1967-11-23,33.776666666666664
1967-11-24,33.78
1967-11-27,33.79
1967-11-28,33.79333333333333
1967-11-29,33.79666666666667
1967-11-30,33.8
1967-12-01,33.80344827586207
1967-12-04,33.813793103448276
1967-12-05,33.81724137931034
1967-12-06,33.82068965517241
1967-12-07,33.82413793103448
1967-12-08,33.82758620689655
1967-12-11,33.83793103448276
1967-12-12,33.84137931034483
1967-12-13,33.8448275862069
1967-12-14,33.84827586206897
1967-12-15,33.85172413793103
1967-12-18,33.86206896551724
1967-12-19,33.86551724137931
1967-12-20,33.86896551724138
1967-12-21,33.87241379310345
1967-12-22,33.87586206896552
1967-12-25,33.88620689655172
1967-12-26,33.88965517241379
1967-12-27,33.89310344827586
1967-12-28,33.89655172413793
1967-12-29,33.9
1968-01-01,33.918181818181814
1968-01-02,33.92424242424242
1968-01-03,33.93030303030303
1968-01-04,33.93636363636364
1968-01-05,33.942424242424245
1968-01-08,33.96060606060606
1968-01-09,33.96666666666667
1968-01-10,33.97272727272727
1968-01-11,33.97878787878788
1968-01-12,33.984848484848484
1968-01-15,34.0030303030303
1968-01-16,34.00909090909091
1968-01-17,34.015151515151516
1968-01-18,34.02121212121212
1968-01-19,34.02727272727273
1968-01-22,34.04545454545455
1968-01-23,34.051515151515154
1968-01-24,34.057575757575755
1968-01-25,34.06363636363636
1968-01-26,34.06969696969697
1968-01-29,34.087878787878786
1968-01-30,34.093939393939394
1968-01-31,34.1
1968-02-01,34.10344827586207
1968-02-02,34.10689655172414
1968-02-05,34.11724137931034
1968-02-06,34.12068965517241
1968-02-07,34.12413793103448
1968-02-08,34.12758620689655
1968-02-09,34.13103448275862
1968-02-12,34.14137931034483
1968-02-13,34.1448275862069
1968-02-14,34.14827586206897
1968-02-15,34.15172413793103
1968-02-16,34.1551724137931
1968-02-19,34.16551724137931
1968-02-20,34.16896551724138
1968-02-21,34.17241379310345
1968-02-22,34.17586206896552
1968-02-23,34.17931034482759
1968-02-26,34.189655172413794
1968-02-27,34.19310344827586
1968-02-28,34.19655172413793
1968-02-29,34.2
1968-03-01,34.20344827586207
1968-03-04,34.213793103448275
1968-03-05,34.217241379310344
1968-03-06,34.220689655172414
1968-03-07,34.224137931034484
1968-03-08,34.227586206896554
1968-03-11,34.237931034482756
1968-03-12,34.241379310344826
1968-03-13,34.244827586206895
1968-03-14,34.248275862068965
1968-03-15,34.251724137931035
1968-03-18,34.262068965517244
1968-03-19,34.26551724137931
1968-03-20,34.26896551724138
1968-03-21,34.272413793103446
1968-03-22,34.275862068965516
1968-03-25,34.286206896551725
1968-03-26,34.28965517241379
1968-03-27,34.29310344827586
1968-03-28,34.29655172413793
1968-03-29,34.3
1968-04-01,34.309374999999996
1968-04-02,34.3125
1968-04-03,34.315625
1968-04-04,34.318749999999994
1968-04-05,34.321875
1968-04-08,34.33125
1968-04-09,34.334374999999994
1968-04-10,34.3375
1968-04-11,34.340624999999996
1968-04-12,34.34375
1968-04-15,34.353125
1968-04-16,34.356249999999996
1968-04-17,34.359375
1968-04-18,34.3625
1968-04-19,34.365625
1968-04-22,34.375
1968-04-23,34.378125
1968-04-24,34.38125
1968-04-25,34.384375
1968-04-26,34.387499999999996
1968-04-29,34.396875
1968-04-30,34.4
1968-05-01,34.40322580645161
1968-05-02,34.406451612903226
1968-05-03,34.409677419354836
1968-05-06,34.41935483870968
1968-05-07,34.42258064516129
1968-05-08,34.4258064516129
1968-05-09,34.42903225806452
1968-05-10,34.43225806451613
1968-05-13,34.441935483870964
1968-05-14,34.44516129032258
1968-05-15,34.44838709677419
1968-05-16,34.45161290322581
1968-05-17,34.45483870967742
1968-05-20,34.464516129032255
1968-05-21,34.46774193548387
1968-05-22,34.47096774193548
1968-05-23,34.4741935483871
1968-05-24,34.47741935483871
1968-05-27,34.487096774193546
1968-05-28,34.49032258064516
1968-05-29,34.49354838709677
1968-05-30,34.49677419354839
1968-05-31,34.5
1968-06-03,34.52142857142857
1968-06-04,34.52857142857143
1968-06-05,34.535714285714285
1968-06-06,34.542857142857144
1968-06-07,34.55
1968-06-10,34.57142857142857
1968-06-11,34.57857142857143
1968-06-12,34.58571428571429
1968-06-13,34.59285714285714
1968-06-14,34.6
1968-06-17,34.621428571428574
1968-06-18,34.62857142857143
1968-06-19,34.635714285714286
1968-06-20,34.642857142857146
1968-06-21,34.65
1968-06-24,34.67142857142857
1968-06-25,34.67857142857143
1968-06-26,34.68571428571429
1968-06-27,34.69285714285714
1968-06-28,34.7
1968-07-01,34.71818181818182
1968-07-02,34.724242424242426
1968-07-03,34.730303030303034
1968-07-04,34.73636363636364
1968-07-05,34.74242424242424
1968-07-08,34.760606060606065
1968-07-09,34.766666666666666
1968-07-10,34.77272727272727
1968-07-11,34.77878787878788
1968-07-12,34.78484848484849
1968-07-15,34.803030303030305
1968-07-16,34.80909090909091
1968-07-17,34.81515151515151
1968-07-18,34.82121212121212
1968-07-19,34.82727272727273
1968-07-22,34.845454545454544
1968-07-23,34.85151515151515
1968-07-24,34.85757575757576
1968-07-25,34.86363636363636
1968-07-26,34.86969696969697
1968-07-29,34.88787878787878
1968-07-30,34.89393939393939
1968-07-31,34.9
1968-08-01,34.90333333333333
1968-08-02,34.906666666666666
1968-08-05,34.916666666666664
1968-08-06,34.92
1968-08-07,34.92333333333333
1968-08-08,34.92666666666666
1968-08-09,34.93
1968-08-12,34.94
1968-08-13,34.943333333333335
1968-08-14,34.946666666666665
1968-08-15,34.95
1968-08-16,34.95333333333333
1968-08-19,34.96333333333333
1968-08-20,34.96666666666667
1968-08-21,34.97
1968-08-22,34.973333333333336
1968-08-23,34.97666666666667
1968-08-26,34.986666666666665
1968-08-27,34.99
1968-08-28,34.99333333333333
1968-08-29,34.99666666666667
1968-08-30,35.0
1968-09-02,35.00967741935484
1968-09-03,35.012903225806454
1968-09-04,35.016129032258064
1968-09-05,35.01935483870968
1968-09-06,35.02258064516129
1968-09-09,35.03225806451613
1968-09-10,35.035483870967745
1968-09-11,35.038709677419355
1968-09-12,35.041935483870965
1968-09-13,35.04516129032258
1968-09-16,35.05483870967742
1968-09-17,35.058064516129036
1968-09-18,35.061290322580646
1968-09-19,35.064516129032256
1968-09-20,35.06774193548387
1968-09-23,35.07741935483871
1968-09-24,35.08064516129032
1968-09-25,35.08387096774194
1968-09-26,35.08709677419355
1968-09-27,35.090322580645164
1968-09-30,35.1
1968-10-01,35.10645161290323
1968-10-02,35.112903225806456
1968-10-03,35.119354838709675
1968-10-04,35.1258064516129
1968-10-07,35.145161290322584
1968-10-08,35.151612903225804
1968-10-09,35.15806451612903
1968-10-10,35.16451612903226
1968-10-11,35.170967741935485
1968-10-14,35.19032258064516
1968-10-15,35.196774193548386
1968-10-16,35.20322580645161
1968-10-17,35.20967741935484
1968-10-18,35.21612903225807
1968-10-21,35.23548387096774
1968-10-22,35.24193548387097
1968-10-23,35.248387096774195
1968-10-24,35.254838709677415
1968-10-25,35.26129032258064
1968-10-28,35.28064516129032
1968-10-29,35.28709677419354
1968-10-30,35.29354838709677
1968-10-31,35.3
1968-11-01,35.30344827586207
1968-11-04,35.313793103448276
1968-11-05,35.31724137931034
1968-11-06,35.32068965517241
1968-11-07,35.32413793103448
1968-11-08,35.32758620689655
1968-11-11,35.33793103448276
1968-11-12,35.34137931034483
1968-11-13,35.3448275862069
1968-11-14,35.34827586206897
1968-11-15,35.35172413793103
1968-11-18,35.36206896551724
1968-11-19,35.36551724137931
1968-11-20,35.36896551724138
1968-11-21,35.37241379310345
1968-11-22,35.37586206896552
1968-11-25,35.38620689655172
1968-11-26,35.38965517241379
1968-11-27,35.39310344827586
1968-11-28,35.39655172413793
1968-11-29,35.4
1968-12-02,35.409375
1968-12-03,35.4125
1968-12-04,35.415625
1968-12-05,35.418749999999996
1968-12-06,35.421875
1968-12-09,35.43125
1968-12-10,35.434374999999996
1968-12-11,35.4375
1968-12-12,35.440625
1968-12-13,35.44375
1968-12-16,35.453125
1968-12-17,35.45625
1968-12-18,35.459375
1968-12-19,35.4625
1968-12-20,35.465625
1968-12-23,35.475
1968-12-24,35.478125
1968-12-25,35.48125
1968-12-26,35.484375
1968-12-27,35.4875
1968-12-30,35.496875
1968-12-31,35.5
1969-01-01,35.50322580645161
1969-01-02,35.50645161290323
1969-01-03,35.50967741935484
1969-01-06,35.51935483870968
1969-01-07,35.52258064516129
1969-01-08,35.5258064516129
1969-01-09,35.52903225806452
1969-01-10,35.53225806451613
1969-01-13,35.541935483870965
1969-01-14,35.54516129032258
1969-01-15,35.54838709677419
1969-01-16,35.55161290322581
1969-01-17,35.55483870967742
1969-01-20,35.564516129032256
1969-01-21,35.56774193548387
1969-01-22,35.57096774193548
1969-01-23,35.5741935483871
1969-01-24,35.57741935483871
1969-01-27,35.58709677419355
1969-01-28,35.590322580645164
1969-01-29,35.593548387096774
1969-01-30,35.59677419354839
1969-01-31,35.6
1969-02-03,35.621428571428574
1969-02-04,35.628571428571426
1969-02-05,35.635714285714286
1969-02-06,35.642857142857146
1969-02-07,35.65
1969-02-10,35.67142857142857
1969-02-11,35.67857142857143
1969-02-12,35.68571428571428
1969-02-13,35.69285714285714
1969-02-14,35.7
1969-02-17,35.72142857142857
1969-02-18,35.72857142857143
1969-02-19,35.73571428571429
1969-02-20,35.74285714285714
1969-02-21,35.75
1969-02-24,35.77142857142857
1969-02-25,35.778571428571425
1969-02-26,35.785714285714285
1969-02-27,35.79285714285714
1969-02-28,35.8
1969-03-03,35.829032258064515
1969-03-04,35.83870967741935
1969-03-05,35.84838709677419
1969-03-06,35.85806451612903
1969-03-07,35.86774193548387
1969-03-10,35.89677419354839
1969-03-11,35.906451612903226
1969-03-12,35.91612903225806
1969-03-13,35.9258064516129
1969-03-14,35.935483870967744
1969-03-17,35.964516129032255
1969-03-18,35.9741935483871
1969-03-19,35.983870967741936
1969-03-20,35.99354838709677
1969-03-21,36.00322580645161
1969-03-24,36.03225806451613
1969-03-25,36.041935483870965
1969-03-26,36.05161290322581
1969-03-27,36.061290322580646
1969-03-28,36.07096774193548
1969-03-31,36.1
1969-04-01,36.10666666666667
1969-04-02,36.11333333333334
1969-04-03,36.12
1969-04-04,36.126666666666665
1969-04-07,36.14666666666667
1969-04-08,36.153333333333336
1969-04-09,36.16
1969-04-10,36.166666666666664
1969-04-11,36.17333333333333
1969-04-14,36.193333333333335
1969-04-15,36.199999999999996
1969-04-16,36.20666666666666
1969-04-17,36.21333333333333
1969-04-18,36.22
1969-04-21,36.239999999999995
1969-04-22,36.24666666666666
1969-04-23,36.25333333333333
1969-04-24,36.26
1969-04-25,36.266666666666666
1969-04-28,36.28666666666666
1969-04-29,36.29333333333333
1969-04-30,36.3
1969-05-01,36.30333333333333
1969-05-02,36.306666666666665
1969-05-05,36.31666666666666
1969-05-06,36.32
1969-05-07,36.32333333333333
1969-05-08,36.32666666666666
1969-05-09,36.33
1969-05-12,36.339999999999996
1969-05-13,36.343333333333334
1969-05-14,36.346666666666664
1969-05-15,36.35
1969-05-16,36.35333333333333
1969-05-19,36.36333333333333
1969-05-20,36.36666666666667
1969-05-21,36.37
1969-05-22,36.373333333333335
1969-05-23,36.376666666666665
1969-05-26,36.38666666666666
1969-05-27,36.39
1969-05-28,36.39333333333333
1969-05-29,36.39666666666667
1969-05-30,36.4
1969-06-02,36.41935483870968
1969-06-03,36.4258064516129
1969-06-04,36.43225806451613
1969-06-05,36.438709677419354
1969-06-06,36.44516129032258
1969-06-09,36.464516129032255
1969-06-10,36.47096774193548
1969-06-11,36.47741935483871
1969-06-12,36.483870967741936
1969-06-13,36.49032258064516
1969-06-16,36.50967741935484
1969-06-17,36.516129032258064
1969-06-18,36.52258064516129
1969-06-19,36.52903225806452
1969-06-20,36.535483870967745
1969-06-23,36.55483870967742
1969-06-24,36.561290322580646
1969-06-25,36.56774193548387
1969-06-26,36.5741935483871
1969-06-27,36.58064516129032
1969-06-30,36.6
1969-07-01,36.60645161290323
1969-07-02,36.612903225806456
1969-07-03,36.619354838709675
1969-07-04,36.6258064516129
1969-07-07,36.645161290322584
1969-07-08,36.651612903225804
1969-07-09,36.65806451612903
1969-07-10,36.66451612903226
1969-07-11,36.670967741935485
1969-07-14,36.69032258064516
1969-07-15,36.696774193548386
1969-07-16,36.70322580645161
1969-07-17,36.70967741935484
1969-07-18,36.71612903225807
1969-07-21,36.73548387096774
1969-07-22,36.74193548387097
1969-07-23,36.748387096774195
1969-07-24,36.754838709677415
1969-07-25,36.76129032258064
1969-07-28,36.78064516129032
1969-07-29,36.78709677419354
1969-07-30,36.79354838709677
1969-07-31,36.8
1969-08-01,36.80689655172414
1969-08-04,36.82758620689655
1969-08-05,36.83448275862069
1969-08-06,36.84137931034483
1969-08-07,36.84827586206897
1969-08-08,36.8551724137931
1969-08-11,36.87586206896552
1969-08-12,36.88275862068966
1969-08-13,36.88965517241379
1969-08-14,36.89655172413793
1969-08-15,36.90344827586207
1969-08-18,36.92413793103448
1969-08-19,36.93103448275862
1969-08-20,36.93793103448276
1969-08-21,36.9448275862069
1969-08-22,36.95172413793103
1969-08-25,36.97241379310345
1969-08-26,36.97931034482759
1969-08-27,36.98620689655172
1969-08-28,36.99310344827586
1969-08-29,37.0
1969-09-01,37.009375
1969-09-02,37.0125
1969-09-03,37.015625
1969-09-04,37.01875
1969-09-05,37.021875
1969-09-08,37.03125
1969-09-09,37.034375
1969-09-10,37.0375
1969-09-11,37.040625
1969-09-12,37.04375
1969-09-15,37.053125
1969-09-16,37.05625
1969-09-17,37.059375
1969-09-18,37.0625
1969-09-19,37.065625000000004
1969-09-22,37.075
1969-09-23,37.078125
1969-09-24,37.081250000000004
1969-09-25,37.084375
1969-09-26,37.0875
1969-09-29,37.096875000000004
1969-09-30,37.1
1969-10-01,37.10645161290323
1969-10-02,37.112903225806456
1969-10-03,37.119354838709675
1969-10-06,37.13870967741936
1969-10-07,37.145161290322584
1969-10-08,37.151612903225804
1969-10-09,37.15806451612903
1969-10-10,37.16451612903226
1969-10-13,37.18387096774193
1969-10-14,37.19032258064516
1969-10-15,37.196774193548386
1969-10-16,37.20322580645161
1969-10-17,37.20967741935484
1969-10-20,37.229032258064514
1969-10-21,37.23548387096774
1969-10-22,37.24193548387097
1969-10-23,37.248387096774195
1969-10-24,37.254838709677415
1969-10-27,37.274193548387096
1969-10-28,37.28064516129032
1969-10-29,37.28709677419354
1969-10-30,37.29354838709677
1969-10-31,37.3
1969-11-03,37.32142857142857
1969-11-04,37.32857142857143
1969-11-05,37.33571428571428
1969-11-06,37.34285714285714
1969-11-07,37.349999999999994
1969-11-10,37.37142857142857
1969-11-11,37.378571428571426
1969-11-12,37.385714285714286
1969-11-13,37.39285714285714
1969-11-14,37.4
1969-11-17,37.42142857142857
1969-11-18,37.42857142857143
1969-11-19,37.43571428571428
1969-11-20,37.44285714285714
1969-11-21,37.449999999999996
1969-11-24,37.47142857142857
1969-11-25,37.47857142857143
1969-11-26,37.48571428571429
1969-11-27,37.49285714285714
1969-11-28,37.5
1969-12-01,37.518181818181816
1969-12-02,37.52424242424242
1969-12-03,37.53030303030303
1969-12-04,37.53636363636364
1969-12-05,37.54242424242425
1969-12-08,37.56060606060606
1969-12-09,37.56666666666667
1969-12-10,37.57272727272727
1969-12-11,37.57878787878788
1969-12-12,37.584848484848486
1969-12-15,37.6030303030303
1969-12-16,37.60909090909091
1969-12-17,37.61515151515152
1969-12-18,37.621212121212125
1969-12-19,37.62727272727273
1969-12-22,37.64545454545455
1969-12-23,37.651515151515156
1969-12-24,37.657575757575756
1969-12-25,37.663636363636364
1969-12-26,37.66969696969697
1969-12-29,37.68787878787879
1969-12-30,37.693939393939395
1969-12-31,37.7
1970-01-01,37.70333333333333
1970-01-02,37.70666666666667
1970-01-05,37.71666666666667
1970-01-06,37.72
1970-01-07,37.723333333333336
1970-01-08,37.72666666666667
1970-01-09,37.730000000000004
1970-01-12,37.74
1970-01-13,37.74333333333333
1970-01-14,37.74666666666667
1970-01-15,37.75
1970-01-16,37.75333333333333
1970-01-19,37.763333333333335
1970-01-20,37.766666666666666
1970-01-21,37.769999999999996
1970-01-22,37.77333333333333
1970-01-23,37.776666666666664
1970-01-26,37.78666666666666
1970-01-27,37.79
1970-01-28,37.79333333333333
1970-01-29,37.79666666666667
1970-01-30,37.8
1970-02-02,37.82142857142857
1970-02-03,37.82857142857143
1970-02-04,37.83571428571428
1970-02-05,37.84285714285714
1970-02-06,37.849999999999994
1970-02-09,37.87142857142857
1970-02-10,37.878571428571426
1970-02-11,37.885714285714286
1970-02-12,37.89285714285714
1970-02-13,37.9
1970-02-16,37.92142857142857
1970-02-17,37.92857142857143
1970-02-18,37.93571428571428
1970-02-19,37.94285714285714
1970-02-20,37.949999999999996
1970-02-23,37.97142857142857
1970-02-24,37.97857142857143
1970-02-25,37.98571428571429
1970-02-26,37.99285714285714
1970-02-27,38.0
1970-03-02,38.01875
1970-03-03,38.025
1970-03-04,38.03125
1970-03-05,38.0375
1970-03-06,38.04375
1970-03-09,38.0625
1970-03-10,38.06875
1970-03-11,38.075
1970-03-12,38.081250000000004
1970-03-13,38.0875
1970-03-16,38.10625
1970-03-17,38.112500000000004
1970-03-18,38.11875
1970-03-19,38.125
1970-03-20,38.13125
1970-03-23,38.150000000000006
1970-03-24,38.15625
1970-03-25,38.1625
1970-03-26,38.16875
1970-03-27,38.175000000000004
1970-03-30,38.19375
1970-03-31,38.2
1970-04-01,38.21
1970-04-02,38.220000000000006
1970-04-03,38.230000000000004
1970-04-06,38.260000000000005
1970-04-07,38.27
1970-04-08,38.28
1970-04-09,38.29
1970-04-10,38.300000000000004
1970-04-13,38.33
1970-04-14,38.34
1970-04-15,38.35
1970-04-16,38.36
1970-04-17,38.370000000000005
1970-04-20,38.4
1970-04-21,38.410000000000004
1970-04-22,38.42
1970-04-23,38.43
1970-04-24,38.44
1970-04-27,38.47
1970-04-28,38.48
1970-04-29,38.49
1970-04-30,38.5
1970-05-01,38.50344827586207
1970-05-04,38.51379310344828
1970-05-05,38.51724137931034
1970-05-06,38.52068965517241
1970-05-07,38.52413793103448
1970-05-08,38.52758620689655
1970-05-11,38.53793103448276
1970-05-12,38.54137931034483
1970-05-13,38.5448275862069
1970-05-14,38.54827586206897
1970-05-15,38.55172413793103
1970-05-18,38.56206896551724
1970-05-19,38.56551724137931
1970-05-20,38.56896551724138
1970-05-21,38.57241379310345
1970-05-22,38.57586206896552
1970-05-25,38.58620689655172
1970-05-26,38.58965517241379
1970-05-27,38.59310344827586
1970-05-28,38.59655172413793
1970-05-29,38.6
1970-06-01,38.61875
1970-06-02,38.625
1970-06-03,38.63125
1970-06-04,38.6375
1970-06-05,38.64375
1970-06-08,38.6625
1970-06-09,38.66875
1970-06-10,38.675
1970-06-11,38.68125
1970-06-12,38.6875
1970-06-15,38.70625
1970-06-16,38.7125
1970-06-17,38.71875
1970-06-18,38.725
1970-06-19,38.731249999999996
1970-06-22,38.75
1970-06-23,38.75625
1970-06-24,38.762499999999996
1970-06-25,38.76875
1970-06-26,38.775
1970-06-29,38.793749999999996
1970-06-30,38.8
1970-07-01,38.806451612903224
1970-07-02,38.81290322580645
1970-07-03,38.81935483870968
1970-07-06,38.83870967741935
1970-07-07,38.84516129032258
1970-07-08,38.851612903225806
1970-07-09,38.85806451612903
1970-07-10,38.86451612903225
1970-07-13,38.883870967741935
1970-07-14,38.89032258064516
1970-07-15,38.89677419354839
1970-07-16,38.90322580645161
1970-07-17,38.909677419354836
1970-07-20,38.92903225806452
1970-07-21,38.935483870967744
1970-07-22,38.941935483870964
1970-07-23,38.94838709677419
1970-07-24,38.95483870967742
1970-07-27,38.9741935483871
1970-07-28,38.98064516129032
1970-07-29,38.987096774193546
1970-07-30,38.99354838709677
1970-07-31,39.0
1970-08-03,39.0
1970-08-04,39.0
1970-08-05,39.0
1970-08-06,39.0
1970-08-07,39.0
1970-08-10,39.0
1970-08-11,39.0
1970-08-12,39.0
1970-08-13,39.0
1970-08-14,39.0
1970-08-17,39.0
1970-08-18,39.0
1970-08-19,39.0
1970-08-20,39.0
1970-08-21,39.0
1970-08-24,39.0
1970-08-25,39.0
1970-08-26,39.0
1970-08-27,39.0
1970-08-28,39.0
1970-08-31,39.0
1970-09-01,39.00666666666667
1970-09-02,39.013333333333335
1970-09-03,39.02
1970-09-04,39.026666666666664
1970-09-07,39.04666666666667
