Date,Globalization Index
1946-05-08,36.74860951423645
1946-05-09,36.755913948645954
1946-05-10,36.76321838305547
1946-05-13,36.77052281746497
1946-05-14,36.777827251874484
1946-05-15,36.78513168628399
1946-05-16,36.7924361206935
1946-05-17,36.79974055510301
1946-05-20,36.80704498951251
1946-05-21,36.814349423922025
1946-05-22,36.82165385833153
1946-05-23,36.82895829274104
1946-05-24,36.83626272715055
1946-05-27,36.84356716156006
1946-05-28,36.850871595969565
1946-05-29,36.85817603037907
1946-05-30,36.86548046478858
1946-05-31,36.87278489919809
1946-06-03,36.8800893336076
1946-06-04,36.887393768017105
1946-06-05,36.89469820242662
1946-06-06,36.90200263683612
1946-06-07,36.909307071245635
1946-06-10,36.91661150565514
1946-06-11,36.923915940064646
1946-06-12,36.93122037447416
1946-06-13,36.93852480888366
1946-06-14,36.945829243293176
1946-06-17,36.95313367770268
1946-06-18,36.96043811211219
1946-06-19,36.9677425465217
1946-06-20,36.97504698093121
1946-06-21,36.982351415340716
1946-06-24,36.98965584975022
1946-06-25,36.996960284159734
1946-06-26,37.00426471856924
1946-06-27,37.01156915297875
1946-06-28,37.018873587388256
1946-07-01,37.02617802179777
1946-07-02,37.033482456207274
1946-07-03,37.04078689061678
1946-07-04,37.04809132502629
1946-07-05,37.0553957594358
1946-07-08,37.06270019384531
1946-07-09,37.070004628254814
1946-07-10,37.07730906266433
1946-07-11,37.08461349707383
1946-07-12,37.09191793148334
1946-07-15,37.09922236589285
1946-07-16,37.106526800302355
1946-07-17,37.11383123471187
1946-07-18,37.12113566912137
1946-07-19,37.128440103530885
1946-07-22,37.13574453794039
1946-07-23,37.1430489723499
1946-07-24,37.15035340675941
1946-07-25,37.15765784116891
1946-07-26,37.164962275578425
1946-07-29,37.17226670998793
1946-07-30,37.17957114439744
1946-07-31,37.18687557880695
1946-08-01,37.19418001321646
1946-08-02,37.201484447625965
1946-08-05,37.20878888203548
1946-08-06,37.21609331644498
1946-08-07,37.22339775085449
1946-08-08,37.230702185264
1946-08-09,37.238006619673506
1946-08-12,37.24531105408302
1946-08-13,37.25261548849252
1946-08-14,37.259919922902036
1946-08-15,37.26722435731154
1946-08-16,37.274528791721046
1946-08-19,37.28183322613056
1946-08-20,37.289137660540064
1946-08-21,37.296442094949576
1946-08-22,37.30374652935908
1946-08-23,37.311050963768594
1946-08-26,37.3183553981781
1946-08-27,37.32565983258761
1946-08-28,37.33296426699712
1946-08-29,37.34026870140662
1946-08-30,37.347573135816134
1946-09-02,37.35487757022564
1946-09-03,37.36218200463515
1946-09-04,37.36948643904466
1946-09-05,37.37679087345417
1946-09-06,37.384095307863674
1946-09-09,37.39139974227318
1946-09-10,37.39870417668269
1946-09-11,37.4060086110922
1946-09-12,37.41331304550171
1946-09-13,37.420617479911215
1946-09-16,37.42792191432073
1946-09-17,37.43522634873023
1946-09-18,37.442530783139745
1946-09-19,37.44983521754925
1946-09-20,37.457139651958755
1946-09-23,37.46444408636827
1946-09-24,37.47174852077777
1946-09-25,37.479052955187285
1946-09-26,37.48635738959679
1946-09-27,37.4936618240063
1946-09-30,37.50096625841581
1946-10-01,37.50827069282532
1946-10-02,37.515575127234825
1946-10-03,37.52287956164433
1946-10-04,37.53018399605384
1946-10-07,37.53748843046335
1946-10-08,37.54479286487286
1946-10-09,37.552097299282366
1946-10-10,37.55940173369188
1946-10-11,37.56670616810138
1946-10-14,37.57401060251089
1946-10-15,37.5813150369204
1946-10-16,37.588619471329906
1946-10-17,37.59592390573942
1946-10-18,37.603228340148924
1946-10-21,37.610532774558436
1946-10-22,37.61783720896794
1946-10-23,37.625141643377454
1946-10-24,37.63244607778696
1946-10-25,37.639750512196464
1946-10-28,37.64705494660598
1946-10-29,37.65435938101548
1946-10-30,37.661663815424994
1946-10-31,37.6689682498345
1946-11-01,37.67627268424401
1946-11-04,37.68357711865352
1946-11-05,37.69088155306302
1946-11-06,37.698185987472534
1946-11-07,37.70549042188204
1946-11-08,37.71279485629155
1946-11-11,37.72009929070106
1946-11-12,37.72740372511057
1946-11-13,37.734708159520075
1946-11-14,37.74201259392959
1946-11-15,37.74931702833909
1946-11-18,37.7566214627486
1946-11-19,37.76392589715811
1946-11-20,37.771230331567615
1946-11-21,37.77853476597713
1946-11-22,37.78583920038663
1946-11-25,37.793143634796145
1946-11-26,37.80044806920565
1946-11-27,37.807752503615156
1946-11-28,37.81505693802467
1946-11-29,37.82236137243417
1946-12-02,37.829665806843686
1946-12-03,37.83697024125319
1946-12-04,37.8442746756627
1946-12-05,37.85157911007221
1946-12-06,37.85888354448172
1946-12-09,37.866187978891226
1946-12-10,37.87349241330073
1946-12-11,37.88079684771024
1946-12-12,37.88810128211975
1946-12-13,37.89540571652926
1946-12-16,37.902710150938766
1946-12-17,37.91001458534828
1946-12-18,37.917319019757784
1946-12-19,37.92462345416729
1946-12-20,37.9319278885768
1946-12-23,37.93923232298631
1946-12-24,37.94653675739582
1946-12-25,37.953841191805324
1946-12-26,37.96114562621484
1946-12-27,37.96845006062434
1946-12-30,37.975754495033854
1946-12-31,37.98305892944336
1947-01-01,36.08390598297119
1947-01-02,36.091210417380694
1947-01-03,36.098514851790206
1947-01-06,36.10581928619971
1947-01-07,36.113123720609224
1947-01-08,36.12042815501873
1947-01-09,36.12773258942824
1947-01-10,36.13503702383775
1947-01-13,36.14234145824726
1947-01-14,36.149645892656764
1947-01-15,36.15695032706627
1947-01-16,36.16425476147578
1947-01-17,36.17155919588529
1947-01-20,36.1788636302948
1947-01-21,36.186168064704304
1947-01-22,36.19347249911382
1947-01-23,36.20077693352332
1947-01-24,36.20808136793283
1947-01-27,36.21538580234234
1947-01-28,36.222690236751845
1947-01-29,36.22999467116136
1947-01-30,36.23729910557086
1947-01-31,36.244603539980375
1947-02-03,36.25190797438988
1947-02-04,36.25921240879939
1947-02-05,36.2665168432089
1947-02-06,36.2738212776184
1947-02-07,36.281125712027915
1947-02-10,36.28843014643742
1947-02-11,36.29573458084693
1947-02-12,36.30303901525644
1947-02-13,36.31034344966595
1947-02-14,36.317647884075456
1947-02-17,36.32495231848496
1947-02-18,36.33225675289447
1947-02-19,36.33956118730398
1947-02-20,36.34686562171349
1947-02-21,36.354170056122996
1947-02-24,36.36147449053251
1947-02-25,36.36877892494201
1947-02-26,36.376083359351526
1947-02-27,36.38338779376103
1947-02-28,36.390692228170536
1947-03-03,36.39799666258005
1947-03-04,36.405301096989554
1947-03-05,36.412605531399066
1947-03-06,36.41990996580857
1947-03-07,36.427214400218084
1947-03-10,36.43451883462759
1947-03-11,36.441823269037094
1947-03-12,36.44912770344661
1947-03-13,36.45643213785611
1947-03-14,36.463736572265624
1947-03-17,36.47104100667513
1947-03-18,36.47834544108464
1947-03-19,36.48564987549415
1947-03-20,36.49295430990366
1947-03-21,36.500258744313165
1947-03-24,36.50756317872267
1947-03-25,36.51486761313218
1947-03-26,36.52217204754169
1947-03-27,36.5294764819512
1947-03-28,36.536780916360705
1947-03-31,36.54408535077022
1947-04-01,36.55138978517972
1947-04-02,36.55869421958923
1947-04-03,36.56599865399874
1947-04-04,36.573303088408245
1947-04-07,36.58060752281776
1947-04-08,36.58791195722726
1947-04-09,36.595216391636775
1947-04-10,36.60252082604628
1947-04-11,36.60982526045579
1947-04-14,36.6171296948653
1947-04-15,36.6244341292748
1947-04-16,36.631738563684316
1947-04-17,36.63904299809382
1947-04-18,36.64634743250333
1947-04-21,36.65365186691284
1947-04-22,36.66095630132235
1947-04-23,36.668260735731856
1947-04-24,36.67556517014137
1947-04-25,36.68286960455087
1947-04-28,36.69017403896038
1947-04-29,36.69747847336989
1947-04-30,36.704782907779396
1947-05-01,36.71208734218891
1947-05-02,36.719391776598414
1947-05-05,36.726696211007926
1947-05-06,36.73400064541743
1947-05-07,36.74130507982694
1947-05-08,36.74860951423645
1947-05-09,36.755913948645954
1947-05-12,36.76321838305547
1947-05-13,36.77052281746497
1947-05-14,36.777827251874484
1947-05-15,36.78513168628399
1947-05-16,36.7924361206935
1947-05-19,36.79974055510301
1947-05-20,36.80704498951251
1947-05-21,36.814349423922025
1947-05-22,36.82165385833153
1947-05-23,36.82895829274104
1947-05-26,36.83626272715055
1947-05-27,36.84356716156006
1947-05-28,36.850871595969565
1947-05-29,36.85817603037907
1947-05-30,36.86548046478858
1947-06-02,36.87278489919809
1947-06-03,36.8800893336076
1947-06-04,36.887393768017105
1947-06-05,36.89469820242662
1947-06-06,36.90200263683612
1947-06-09,36.909307071245635
1947-06-10,36.91661150565514
1947-06-11,36.923915940064646
1947-06-12,36.93122037447416
1947-06-13,36.93852480888366
1947-06-16,36.945829243293176
1947-06-17,36.95313367770268
1947-06-18,36.96043811211219
1947-06-19,36.9677425465217
1947-06-20,36.97504698093121
1947-06-23,36.982351415340716
1947-06-24,36.98965584975022
1947-06-25,36.996960284159734
1947-06-26,37.00426471856924
1947-06-27,37.01156915297875
1947-06-30,37.018873587388256
1947-07-01,37.02617802179777
1947-07-02,37.033482456207274
1947-07-03,37.04078689061678
1947-07-04,37.04809132502629
1947-07-07,37.0553957594358
1947-07-08,37.06270019384531
1947-07-09,37.070004628254814
1947-07-10,37.07730906266433
1947-07-11,37.08461349707383
1947-07-14,37.09191793148334
1947-07-15,37.09922236589285
1947-07-16,37.106526800302355
1947-07-17,37.11383123471187
1947-07-18,37.12113566912137
1947-07-21,37.128440103530885
1947-07-22,37.13574453794039
1947-07-23,37.1430489723499
1947-07-24,37.15035340675941
1947-07-25,37.15765784116891
1947-07-28,37.164962275578425
1947-07-29,37.17226670998793
1947-07-30,37.17957114439744
1947-07-31,37.18687557880695
1947-08-01,37.19418001321646
1947-08-04,37.201484447625965
1947-08-05,37.20878888203548
1947-08-06,37.21609331644498
1947-08-07,37.22339775085449
1947-08-08,37.230702185264
1947-08-11,37.238006619673506
1947-08-12,37.24531105408302
1947-08-13,37.25261548849252
1947-08-14,37.259919922902036
1947-08-15,37.26722435731154
1947-08-18,37.274528791721046
1947-08-19,37.28183322613056
1947-08-20,37.289137660540064
1947-08-21,37.296442094949576
1947-08-22,37.30374652935908
1947-08-25,37.311050963768594
1947-08-26,37.3183553981781
1947-08-27,37.32565983258761
1947-08-28,37.33296426699712
1947-08-29,37.34026870140662
1947-09-01,37.347573135816134
1947-09-02,37.35487757022564
1947-09-03,37.36218200463515
1947-09-04,37.36948643904466
1947-09-05,37.37679087345417
1947-09-08,37.384095307863674
1947-09-09,37.39139974227318
1947-09-10,37.39870417668269
1947-09-11,37.4060086110922
1947-09-12,37.41331304550171
1947-09-15,37.420617479911215
1947-09-16,37.42792191432073
1947-09-17,37.43522634873023
1947-09-18,37.442530783139745
1947-09-19,37.44983521754925
1947-09-22,37.457139651958755
1947-09-23,37.46444408636827
1947-09-24,37.47174852077777
1947-09-25,37.479052955187285
1947-09-26,37.48635738959679
1947-09-29,37.4936618240063
1947-09-30,37.50096625841581
1947-10-01,37.50827069282532
1947-10-02,37.515575127234825
1947-10-03,37.52287956164433
1947-10-06,37.53018399605384
1947-10-07,37.53748843046335
1947-10-08,37.54479286487286
1947-10-09,37.552097299282366
1947-10-10,37.55940173369188
1947-10-13,37.56670616810138
1947-10-14,37.57401060251089
1947-10-15,37.5813150369204
1947-10-16,37.588619471329906
1947-10-17,37.59592390573942
1947-10-20,37.603228340148924
1947-10-21,37.610532774558436
1947-10-22,37.61783720896794
1947-10-23,37.625141643377454
1947-10-24,37.63244607778696
1947-10-27,37.639750512196464
1947-10-28,37.64705494660598
1947-10-29,37.65435938101548
1947-10-30,37.661663815424994
1947-10-31,37.6689682498345
1947-11-03,37.67627268424401
1947-11-04,37.68357711865352
1947-11-05,37.69088155306302
1947-11-06,37.698185987472534
1947-11-07,37.70549042188204
1947-11-10,37.71279485629155
1947-11-11,37.72009929070106
1947-11-12,37.72740372511057
1947-11-13,37.734708159520075
1947-11-14,37.74201259392959
1947-11-17,37.74931702833909
1947-11-18,37.7566214627486
1947-11-19,37.76392589715811
1947-11-20,37.771230331567615
1947-11-21,37.77853476597713
1947-11-24,37.78583920038663
1947-11-25,37.793143634796145
1947-11-26,37.80044806920565
1947-11-27,37.807752503615156
1947-11-28,37.81505693802467
1947-12-01,37.82236137243417
1947-12-02,37.829665806843686
1947-12-03,37.83697024125319
1947-12-04,37.8442746756627
1947-12-05,37.85157911007221
1947-12-08,37.85888354448172
1947-12-09,37.866187978891226
1947-12-10,37.87349241330073
1947-12-11,37.88079684771024
1947-12-12,37.88810128211975
1947-12-15,37.89540571652926
1947-12-16,37.902710150938766
1947-12-17,37.91001458534828
1947-12-18,37.917319019757784
1947-12-19,37.92462345416729
1947-12-22,37.9319278885768
1947-12-23,37.93923232298631
1947-12-24,37.94653675739582
1947-12-25,37.953841191805324
1947-12-26,37.96114562621484
1947-12-29,37.96845006062434
1947-12-30,37.975754495033854
1947-12-31,37.98305892944336
1948-01-01,36.08390598297119
1948-01-02,36.091182431041965
1948-01-05,36.09845887911274
1948-01-06,36.10573532718351
1948-01-07,36.113011775254286
1948-01-08,36.12028822332506
1948-01-09,36.12756467139584
1948-01-12,36.134841119466614
1948-01-13,36.14211756753738
1948-01-14,36.14939401560816
1948-01-15,36.156670463678935
1948-01-16,36.16394691174971
1948-01-19,36.17122335982048
1948-01-20,36.17849980789126
1948-01-21,36.18577625596203
1948-01-22,36.19305270403281
1948-01-23,36.200329152103585
1948-01-26,36.207605600174354
1948-01-27,36.21488204824513
1948-01-28,36.222158496315906
1948-01-29,36.22943494438668
1948-01-30,36.23671139245746
1948-02-02,36.24398784052823
1948-02-03,36.251264288599
1948-02-04,36.25854073666978
1948-02-05,36.265817184740555
1948-02-06,36.27309363281133
1948-02-09,36.2803700808821
1948-02-10,36.28764652895288
1948-02-11,36.29492297702365
1948-02-12,36.30219942509443
1948-02-13,36.3094758731652
1948-02-16,36.316752321235974
1948-02-17,36.32402876930675
1948-02-18,36.331305217377526
1948-02-19,36.3385816654483
1948-02-20,36.34585811351907
1948-02-23,36.35313456158985
1948-02-24,36.36041100966062
1948-02-25,36.3676874577314
1948-02-26,36.374963905802176
1948-02-27,36.382240353872945
1948-03-01,36.38951680194372
1948-03-02,36.3967932500145
1948-03-03,36.40406969808527
1948-03-04,36.41134614615605
1948-03-05,36.41862259422682
1948-03-08,36.425899042297594
1948-03-09,36.43317549036837
1948-03-10,36.440451938439146
1948-03-11,36.447728386509915
1948-03-12,36.45500483458069
1948-03-15,36.46228128265147
1948-03-16,36.469557730722244
1948-03-17,36.47683417879302
1948-03-18,36.48411062686379
1948-03-19,36.491387074934565
1948-03-22,36.49866352300534
1948-03-23,36.50593997107612
1948-03-24,36.51321641914689
1948-03-25,36.52049286721766
1948-03-26,36.52776931528844
1948-03-29,36.535045763359214
1948-03-30,36.54232221142999
1948-03-31,36.54959865950077
1948-04-01,36.556875107571535
1948-04-02,36.56415155564231
1948-04-05,36.57142800371309
1948-04-06,36.578704451783864
1948-04-07,36.58598089985463
1948-04-08,36.59325734792541
1948-04-09,36.600533795996185
1948-04-12,36.60781024406696
1948-04-13,36.61508669213774
1948-04-14,36.622363140208506
1948-04-15,36.62963958827928
1948-04-16,36.63691603635006
1948-04-19,36.644192484420834
1948-04-20,36.65146893249161
1948-04-21,36.65874538056238
1948-04-22,36.666021828633156
1948-04-23,36.67329827670393
1948-04-26,36.68057472477471
1948-04-27,36.687851172845484
1948-04-28,36.69512762091625
1948-04-29,36.70240406898703
1948-04-30,36.709680517057805
1948-05-03,36.71695696512858
1948-05-04,36.72423341319935
1948-05-05,36.731509861270126
1948-05-06,36.7387863093409
1948-05-07,36.74606275741168
1948-05-10,36.753339205482455
1948-05-11,36.760615653553224
1948-05-12,36.767892101624
1948-05-13,36.775168549694776
1948-05-14,36.78244499776555
1948-05-17,36.78972144583633
1948-05-18,36.7969978939071
1948-05-19,36.80427434197787
1948-05-20,36.81155079004865
1948-05-21,36.818827238119425
1948-05-24,36.8261036861902
1948-05-25,36.83338013426097
1948-05-26,36.84065658233175
1948-05-27,36.84793303040252
1948-05-28,36.8552094784733
1948-05-31,36.86248592654407
1948-06-01,36.869762374614844
1948-06-02,36.87703882268562
1948-06-03,36.884315270756396
1948-06-04,36.89159171882717
1948-06-07,36.89886816689794
1948-06-08,36.90614461496872
1948-06-09,36.91342106303949
1948-06-10,36.92069751111027
1948-06-11,36.927973959181045
1948-06-14,36.935250407251814
1948-06-15,36.94252685532259
1948-06-16,36.94980330339337
1948-06-17,36.95707975146414
1948-06-18,36.96435619953492
1948-06-21,36.97163264760569
1948-06-22,36.978909095676464
1948-06-23,36.98618554374724
1948-06-24,36.993461991818016
1948-06-25,37.000738439888785
1948-06-28,37.00801488795956
1948-06-29,37.01529133603034
1948-06-30,37.02256778410111
1948-07-01,37.02984423217189
1948-07-02,37.03712068024266
1948-07-05,37.044397128313435
1948-07-06,37.05167357638421
1948-07-07,37.05895002445499
1948-07-08,37.06622647252576
1948-07-09,37.07350292059653
1948-07-12,37.08077936866731
1948-07-13,37.088055816738084
1948-07-14,37.09533226480886
1948-07-15,37.10260871287963
1948-07-16,37.109885160950405
1948-07-19,37.11716160902118
1948-07-20,37.12443805709196
1948-07-21,37.13171450516273
1948-07-22,37.1389909532335
1948-07-23,37.14626740130428
1948-07-26,37.153543849375055
1948-07-27,37.16082029744583
1948-07-28,37.16809674551661
1948-07-29,37.175373193587376
1948-07-30,37.18264964165815
1948-08-02,37.18992608972893
1948-08-03,37.197202537799704
1948-08-04,37.20447898587048
1948-08-05,37.21175543394125
1948-08-06,37.219031882012025
1948-08-09,37.2263083300828
1948-08-10,37.23358477815358
1948-08-11,37.240861226224354
1948-08-12,37.24813767429512
1948-08-13,37.2554141223659
1948-08-16,37.262690570436675
1948-08-17,37.26996701850745
1948-08-18,37.27724346657822
1948-08-19,37.284519914648996
1948-08-20,37.29179636271977
1948-08-23,37.29907281079055
1948-08-24,37.306349258861324
1948-08-25,37.31362570693209
1948-08-26,37.32090215500287
1948-08-27,37.328178603073646
1948-08-30,37.33545505114442
1948-08-31,37.3427314992152
1948-09-01,37.35000794728597
1948-09-02,37.35728439535674
1948-09-03,37.36456084342752
1948-09-06,37.371837291498295
1948-09-07,37.379113739569064
1948-09-08,37.38639018763984
1948-09-09,37.393666635710616
1948-09-10,37.40094308378139
1948-09-13,37.40821953185217
1948-09-14,37.41549597992294
1948-09-15,37.42277242799371
1948-09-16,37.43004887606449
1948-09-17,37.437325324135266
1948-09-20,37.44460177220604
1948-09-21,37.45187822027681
1948-09-22,37.45915466834759
1948-09-23,37.46643111641836
1948-09-24,37.47370756448914
1948-09-27,37.480984012559915
1948-09-28,37.488260460630684
1948-09-29,37.49553690870146
1948-09-30,37.502813356772236
1948-10-01,37.51008980484301
1948-10-04,37.51736625291379
1948-10-05,37.52464270098456
1948-10-06,37.531919149055334
1948-10-07,37.53919559712611
1948-10-08,37.546472045196886
1948-10-11,37.553748493267655
1948-10-12,37.56102494133843
1948-10-13,37.56830138940921
1948-10-14,37.57557783747998
1948-10-15,37.58285428555076
1948-10-18,37.59013073362153
1948-10-19,37.597407181692304
1948-10-20,37.60468362976308
1948-10-21,37.61196007783386
1948-10-22,37.61923652590463
1948-10-25,37.6265129739754
1948-10-26,37.63378942204618
1948-10-27,37.641065870116954
1948-10-28,37.64834231818773
1948-10-29,37.6556187662585
1948-11-01,37.662895214329275
1948-11-02,37.67017166240005
1948-11-03,37.67744811047083
1948-11-04,37.6847245585416
1948-11-05,37.69200100661237
1948-11-08,37.69927745468315
1948-11-09,37.706553902753924
1948-11-10,37.7138303508247
1948-11-11,37.72110679889548
1948-11-12,37.728383246966246
1948-11-15,37.73565969503702
1948-11-16,37.7429361431078
1948-11-17,37.750212591178574
1948-11-18,37.75748903924935
1948-11-19,37.76476548732012
1948-11-22,37.772041935390895
1948-11-23,37.77931838346167
1948-11-24,37.78659483153245
1948-11-25,37.79387127960322
1948-11-26,37.80114772767399
1948-11-29,37.80842417574477
1948-11-30,37.815700623815545
1948-12-01,37.82297707188632
1948-12-02,37.83025351995709
1948-12-03,37.837529968027866
1948-12-06,37.84480641609864
1948-12-07,37.85208286416942
1948-12-08,37.859359312240194
1948-12-09,37.86663576031096
1948-12-10,37.87391220838174
1948-12-13,37.881188656452515
1948-12-14,37.88846510452329
1948-12-15,37.89574155259407
1948-12-16,37.90301800066484
1948-12-17,37.91029444873561
1948-12-20,37.91757089680639
1948-12-21,37.924847344877165
1948-12-22,37.932123792947934
1948-12-23,37.93940024101871
1948-12-24,37.946676689089486
1948-12-27,37.95395313716026
1948-12-28,37.96122958523104
1948-12-29,37.96850603330181
1948-12-30,37.97578248137258
1948-12-31,37.98305892944336
1949-01-03,36.08390598297119
1949-01-04,36.09123861983016
1949-01-05,36.09857125668912
1949-01-06,36.10590389354809
1949-01-07,36.11323653040705
1949-01-10,36.12056916726602
1949-01-11,36.12790180412498
1949-01-12,36.13523444098395
1949-01-13,36.14256707784292
1949-01-14,36.14989971470188
1949-01-17,36.15723235156085
1949-01-18,36.16456498841981
1949-01-19,36.17189762527878
1949-01-20,36.17923026213774
1949-01-21,36.18656289899671
1949-01-24,36.193895535855674
1949-01-25,36.20122817271464
1949-01-26,36.20856080957361
1949-01-27,36.215893446432574
1949-01-28,36.22322608329154
1949-01-31,36.230558720150505
1949-02-01,36.237891357009474
1949-02-02,36.245223993868436
1949-02-03,36.252556630727405
1949-02-04,36.259889267586374
1949-02-07,36.267221904445336
1949-02-08,36.274554541304305
1949-02-09,36.28188717816327
1949-02-10,36.289219815022236
1949-02-11,36.2965524518812
1949-02-14,36.30388508874017
1949-02-15,36.31121772559913
1949-02-16,36.3185503624581
1949-02-17,36.325882999317066
1949-02-18,36.33321563617603
1949-02-21,36.340548273035
1949-02-22,36.34788090989396
1949-02-23,36.35521354675293
1949-02-24,36.36254618361189
1949-02-25,36.36987882047086
1949-02-28,36.37721145732983
1949-03-01,36.38454409418879
1949-03-02,36.39187673104776
1949-03-03,36.39920936790672
1949-03-04,36.40654200476569
1949-03-07,36.41387464162465
1949-03-08,36.42120727848362
1949-03-09,36.42853991534258
1949-03-10,36.43587255220155
1949-03-11,36.44320518906052
1949-03-14,36.45053782591948
1949-03-15,36.45787046277845
1949-03-16,36.465203099637414
1949-03-17,36.47253573649638
1949-03-18,36.479868373355345
1949-03-21,36.487201010214314
1949-03-22,36.49453364707328
1949-03-23,36.501866283932245
1949-03-24,36.50919892079121
1949-03-25,36.516531557650175
1949-03-28,36.523864194509144
1949-03-29,36.531196831368106
1949-03-30,36.538529468227075
1949-03-31,36.545862105086044
1949-04-01,36.553194741945006
1949-04-04,36.560527378803975
1949-04-05,36.56786001566294
1949-04-06,36.575192652521906
1949-04-07,36.58252528938087
1949-04-08,36.58985792623984
1949-04-11,36.5971905630988
1949-04-12,36.60452319995777
1949-04-13,36.61185583681674
1949-04-14,36.6191884736757
1949-04-15,36.62652111053467
1949-04-18,36.63385374739363
1949-04-19,36.6411863842526
1949-04-20,36.64851902111156
1949-04-21,36.65585165797053
1949-04-22,36.6631842948295
1949-04-25,36.67051693168846
1949-04-26,36.67784956854743
1949-04-27,36.68518220540639
1949-04-28,36.69251484226536
1949-04-29,36.69984747912432
1949-05-02,36.70718011598329
1949-05-03,36.71451275284225
1949-05-04,36.72184538970122
1949-05-05,36.72917802656019
1949-05-06,36.73651066341915
1949-05-09,36.74384330027812
1949-05-10,36.751175937137084
1949-05-11,36.75850857399605
1949-05-12,36.765841210855015
1949-05-13,36.773173847713984
1949-05-16,36.78050648457295
1949-05-17,36.787839121431915
1949-05-18,36.795171758290884
1949-05-19,36.802504395149846
1949-05-20,36.809837032008815
1949-05-23,36.81716966886778
1949-05-24,36.824502305726746
1949-05-25,36.831834942585715
1949-05-26,36.83916757944468
1949-05-27,36.846500216303646
1949-05-30,36.85383285316261
1949-05-31,36.86116549002158
1949-06-01,36.86849812688054
1949-06-02,36.87583076373951
1949-06-03,36.88316340059847
1949-06-06,36.89049603745744
1949-06-07,36.89782867431641
1949-06-08,36.90516131117537
1949-06-09,36.91249394803434
1949-06-10,36.9198265848933
1949-06-13,36.92715922175227
1949-06-14,36.93449185861123
1949-06-15,36.9418244954702
1949-06-16,36.94915713232917
1949-06-17,36.95648976918813
1949-06-20,36.9638224060471
1949-06-21,36.97115504290606
1949-06-22,36.97848767976503
1949-06-23,36.98582031662399
1949-06-24,36.99315295348296
1949-06-27,37.000485590341924
1949-06-28,37.00781822720089
1949-06-29,37.01515086405986
1949-06-30,37.022483500918824
1949-07-01,37.02981613777779
1949-07-04,37.037148774636755
1949-07-05,37.044481411495724
1949-07-06,37.051814048354686
1949-07-07,37.059146685213655
1949-07-08,37.066479322072624
1949-07-11,37.073811958931586
1949-07-12,37.081144595790555
1949-07-13,37.08847723264952
1949-07-14,37.095809869508486
1949-07-15,37.10314250636745
1949-07-18,37.11047514322642
1949-07-19,37.117807780085386
1949-07-20,37.12514041694435
1949-07-21,37.13247305380332
1949-07-22,37.13980569066228
1949-07-25,37.14713832752125
1949-07-26,37.15447096438021
