Date,Broad money aggregate
1964-01-06,409.35022816094056
1964-01-07,409.35022816094056
1964-01-08,409.35022816094056
1964-01-09,409.35022816094056
1964-01-10,409.35022816094056
1964-01-13,409.35022816094056
1964-01-14,409.35022816094056
1964-01-15,409.35022816094056
1964-01-16,409.35022816094056
1964-01-17,409.35022816094056
1964-01-20,409.35022816094056
1964-01-21,409.35022816094056
1964-01-22,409.35022816094056
1964-01-23,409.35022816094056
1964-01-24,409.35022816094056
1964-01-27,409.35022816094056
1964-01-28,409.35022816094056
1964-01-29,409.35022816094056
1964-01-30,409.35022816094056
1964-01-31,409.35022816094056
1964-02-03,409.35022816094056
1964-02-04,409.35022816094056
1964-02-05,409.35022816094056
1964-02-06,409.35022816094056
1964-02-07,409.35022816094056
1964-02-10,409.35022816094056
1964-02-11,409.35022816094056
1964-02-12,409.35022816094056
1964-02-13,409.35022816094056
1964-02-14,409.35022816094056
1964-02-17,409.35022816094056
1964-02-18,409.35022816094056
1964-02-19,409.35022816094056
1964-02-20,409.35022816094056
1964-02-21,409.35022816094056
1964-02-24,409.35022816094056
1964-02-25,409.35022816094056
1964-02-26,409.35022816094056
1964-02-27,409.35022816094056
1964-02-28,409.35022816094056
1964-03-02,409.35022816094056
1964-03-03,409.35022816094056
1964-03-04,409.35022816094056
1964-03-05,409.35022816094056
1964-03-06,409.35022816094056
1964-03-09,409.35022816094056
1964-03-10,409.35022816094056
1964-03-11,409.35022816094056
1964-03-12,409.35022816094056
1964-03-13,409.35022816094056
1964-03-16,409.35022816094056
1964-03-17,409.35022816094056
1964-03-18,409.35022816094056
1964-03-19,409.35022816094056
1964-03-20,409.35022816094056
1964-03-23,409.35022816094056
1964-03-24,409.35022816094056
1964-03-25,409.35022816094056
1964-03-26,409.35022816094056
1964-03-27,409.35022816094056
1964-03-30,409.35022816094056
1964-03-31,409.35022816094056
1964-04-01,409.35022816094056
1964-04-02,409.35022816094056
1964-04-03,409.35022816094056
1964-04-06,409.35022816094056
1964-04-07,409.35022816094056
1964-04-08,409.35022816094056
1964-04-09,409.35022816094056
1964-04-10,409.35022816094056
1964-04-13,409.35022816094056
1964-04-14,409.35022816094056
1964-04-15,409.35022816094056
1964-04-16,409.35022816094056
1964-04-17,409.35022816094056
1964-04-20,409.35022816094056
1964-04-21,409.35022816094056
1964-04-22,409.35022816094056
1964-04-23,409.35022816094056
1964-04-24,409.35022816094056
1964-04-27,409.35022816094056
1964-04-28,409.35022816094056
1964-04-29,409.35022816094056
1964-04-30,409.35022816094056
1964-05-01,409.35022816094056
1964-05-04,409.35022816094056
1964-05-05,409.35022816094056
1964-05-06,409.35022816094056
1964-05-07,409.35022816094056
1964-05-08,409.35022816094056
1964-05-11,409.35022816094056
1964-05-12,409.35022816094056
1964-05-13,409.35022816094056
1964-05-14,409.35022816094056
1964-05-15,409.35022816094056
1964-05-18,409.35022816094056
1964-05-19,409.35022816094056
1964-05-20,409.35022816094056
1964-05-21,409.35022816094056
1964-05-22,409.35022816094056
1964-05-25,409.35022816094056
1964-05-26,409.35022816094056
1964-05-27,409.35022816094056
1964-05-28,409.35022816094056
1964-05-29,409.35022816094056
1964-06-01,409.35022816094056
1964-06-02,409.35022816094056
1964-06-03,409.35022816094056
1964-06-04,409.35022816094056
1964-06-05,409.35022816094056
1964-06-08,409.35022816094056
1964-06-09,409.35022816094056
1964-06-10,409.35022816094056
1964-06-11,409.35022816094056
1964-06-12,409.35022816094056
1964-06-15,409.35022816094056
1964-06-16,409.35022816094056
1964-06-17,409.35022816094056
1964-06-18,409.35022816094056
1964-06-19,409.35022816094056
1964-06-22,409.35022816094056
1964-06-23,409.35022816094056
1964-06-24,409.35022816094056
1964-06-25,409.35022816094056
1964-06-26,409.35022816094056
1964-06-29,409.35022816094056
1964-06-30,409.35022816094056
1964-07-01,409.35022816094056
1964-07-02,409.35022816094056
1964-07-03,409.35022816094056
1964-07-06,409.35022816094056
1964-07-07,409.35022816094056
1964-07-08,409.35022816094056
1964-07-09,409.35022816094056
1964-07-10,409.35022816094056
1964-07-13,409.35022816094056
1964-07-14,409.35022816094056
1964-07-15,409.35022816094056
1964-07-16,409.35022816094056
1964-07-17,409.35022816094056
1964-07-20,409.35022816094056
1964-07-21,409.35022816094056
1964-07-22,409.35022816094056
1964-07-23,409.35022816094056
1964-07-24,409.35022816094056
1964-07-27,409.35022816094056
1964-07-28,409.35022816094056
1964-07-29,409.35022816094056
1964-07-30,409.35022816094056
1964-07-31,409.35022816094056
1964-08-03,409.35022816094056
1964-08-04,409.35022816094056
1964-08-05,409.35022816094056
1964-08-06,409.35022816094056
1964-08-07,409.35022816094056
1964-08-10,409.35022816094056
1964-08-11,409.35022816094056
1964-08-12,409.35022816094056
1964-08-13,409.35022816094056
1964-08-14,409.35022816094056
1964-08-17,409.35022816094056
1964-08-18,409.35022816094056
1964-08-19,409.35022816094056
1964-08-20,409.35022816094056
1964-08-21,409.35022816094056
1964-08-24,409.35022816094056
1964-08-25,409.35022816094056
1964-08-26,409.35022816094056
1964-08-27,409.35022816094056
1964-08-28,409.35022816094056
1964-08-31,409.35022816094056
1964-09-01,409.35022816094056
1964-09-02,409.35022816094056
1964-09-03,409.35022816094056
1964-09-04,409.35022816094056
1964-09-07,409.35022816094056
1964-09-08,409.35022816094056
1964-09-09,409.35022816094056
1964-09-10,409.35022816094056
1964-09-11,409.35022816094056
1964-09-14,409.35022816094056
1964-09-15,409.35022816094056
1964-09-16,409.35022816094056
1964-09-17,409.35022816094056
1964-09-18,409.35022816094056
1964-09-21,409.35022816094056
1964-09-22,409.35022816094056
1964-09-23,409.35022816094056
1964-09-24,409.35022816094056
1964-09-25,409.35022816094056
1964-09-28,409.35022816094056
1964-09-29,409.35022816094056
1964-09-30,409.35022816094056
1964-10-01,409.35022816094056
1964-10-02,409.35022816094056
1964-10-05,409.35022816094056
1964-10-06,409.35022816094056
1964-10-07,409.35022816094056
1964-10-08,409.35022816094056
1964-10-09,409.35022816094056
1964-10-12,409.35022816094056
1964-10-13,409.35022816094056
1964-10-14,409.35022816094056
1964-10-15,409.35022816094056
1964-10-16,409.35022816094056
1964-10-19,409.35022816094056
1964-10-20,409.35022816094056
1964-10-21,409.35022816094056
1964-10-22,409.35022816094056
1964-10-23,409.35022816094056
1964-10-26,409.35022816094056
1964-10-27,409.35022816094056
1964-10-28,409.35022816094056
1964-10-29,409.35022816094056
1964-10-30,409.35022816094056
1964-11-02,409.35022816094056
1964-11-03,409.35022816094056
1964-11-04,409.35022816094056
1964-11-05,409.35022816094056
1964-11-06,409.35022816094056
1964-11-09,409.35022816094056
1964-11-10,409.35022816094056
1964-11-11,409.35022816094056
1964-11-12,409.35022816094056
1964-11-13,409.35022816094056
1964-11-16,409.35022816094056
1964-11-17,409.35022816094056
1964-11-18,409.35022816094056
1964-11-19,409.35022816094056
1964-11-20,409.35022816094056
1964-11-23,409.35022816094056
1964-11-24,409.35022816094056
1964-11-25,409.35022816094056
1964-11-26,409.35022816094056
1964-11-27,409.35022816094056
1964-11-30,409.35022816094056
1964-12-01,409.35022816094056
1964-12-02,409.35022816094056
1964-12-03,409.35022816094056
1964-12-04,409.35022816094056
1964-12-07,409.35022816094056
1964-12-08,409.35022816094056
1964-12-09,409.35022816094056
1964-12-10,409.35022816094056
1964-12-11,409.35022816094056
1964-12-14,409.35022816094056
1964-12-15,409.35022816094056
1964-12-16,409.35022816094056
1964-12-17,409.35022816094056
1964-12-18,409.35022816094056
1964-12-21,409.35022816094056
1964-12-22,409.35022816094056
1964-12-23,409.35022816094056
1964-12-24,409.35022816094056
1964-12-25,409.35022816094056
1964-12-28,409.35022816094056
1964-12-29,409.35022816094056
1964-12-30,409.35022816094056
1964-12-31,409.35022816094056
1965-01-01,442.5085575152741
1965-01-04,442.5085575152741
1965-01-05,442.5085575152741
1965-01-06,442.5085575152741
1965-01-07,442.5085575152741
1965-01-08,442.5085575152741
1965-01-11,442.5085575152741
1965-01-12,442.5085575152741
1965-01-13,442.5085575152741
1965-01-14,442.5085575152741
1965-01-15,442.5085575152741
1965-01-18,442.5085575152741
1965-01-19,442.5085575152741
1965-01-20,442.5085575152741
1965-01-21,442.5085575152741
1965-01-22,442.5085575152741
1965-01-25,442.5085575152741
1965-01-26,442.5085575152741
1965-01-27,442.5085575152741
1965-01-28,442.5085575152741
1965-01-29,442.5085575152741
1965-02-01,442.5085575152741
1965-02-02,442.5085575152741
1965-02-03,442.5085575152741
1965-02-04,442.5085575152741
1965-02-05,442.5085575152741
1965-02-08,442.5085575152741
1965-02-09,442.5085575152741
1965-02-10,442.5085575152741
1965-02-11,442.5085575152741
1965-02-12,442.5085575152741
1965-02-15,442.5085575152741
1965-02-16,442.5085575152741
1965-02-17,442.5085575152741
1965-02-18,442.5085575152741
1965-02-19,442.5085575152741
1965-02-22,442.5085575152741
1965-02-23,442.5085575152741
1965-02-24,442.5085575152741
1965-02-25,442.5085575152741
1965-02-26,442.5085575152741
1965-03-01,442.5085575152741
1965-03-02,442.5085575152741
1965-03-03,442.5085575152741
1965-03-04,442.5085575152741
1965-03-05,442.5085575152741
1965-03-08,442.5085575152741
1965-03-09,442.5085575152741
1965-03-10,442.5085575152741
1965-03-11,442.5085575152741
1965-03-12,442.5085575152741
1965-03-15,442.5085575152741
1965-03-16,442.5085575152741
1965-03-17,442.5085575152741
1965-03-18,442.5085575152741
1965-03-19,442.5085575152741
1965-03-22,442.5085575152741
1965-03-23,442.5085575152741
1965-03-24,442.5085575152741
1965-03-25,442.5085575152741
1965-03-26,442.5085575152741
1965-03-29,442.5085575152741
1965-03-30,442.5085575152741
1965-03-31,442.5085575152741
1965-04-01,442.5085575152741
1965-04-02,442.5085575152741
1965-04-05,442.5085575152741
1965-04-06,442.5085575152741
1965-04-07,442.5085575152741
1965-04-08,442.5085575152741
1965-04-09,442.5085575152741
1965-04-12,442.5085575152741
1965-04-13,442.5085575152741
1965-04-14,442.5085575152741
1965-04-15,442.5085575152741
1965-04-16,442.5085575152741
1965-04-19,442.5085575152741
1965-04-20,442.5085575152741
1965-04-21,442.5085575152741
1965-04-22,442.5085575152741
1965-04-23,442.5085575152741
1965-04-26,442.5085575152741
1965-04-27,442.5085575152741
1965-04-28,442.5085575152741
1965-04-29,442.5085575152741
1965-04-30,442.5085575152741
1965-05-03,442.5085575152741
1965-05-04,442.5085575152741
1965-05-05,442.5085575152741
1965-05-06,442.5085575152741
1965-05-07,442.5085575152741
1965-05-10,442.5085575152741
1965-05-11,442.5085575152741
1965-05-12,442.5085575152741
1965-05-13,442.5085575152741
1965-05-14,442.5085575152741
1965-05-17,442.5085575152741
1965-05-18,442.5085575152741
1965-05-19,442.5085575152741
1965-05-20,442.5085575152741
1965-05-21,442.5085575152741
1965-05-24,442.5085575152741
1965-05-25,442.5085575152741
1965-05-26,442.5085575152741
1965-05-27,442.5085575152741
1965-05-28,442.5085575152741
1965-05-31,442.5085575152741
1965-06-01,442.5085575152741
1965-06-02,442.5085575152741
1965-06-03,442.5085575152741
1965-06-04,442.5085575152741
1965-06-07,442.5085575152741
1965-06-08,442.5085575152741
1965-06-09,442.5085575152741
1965-06-10,442.5085575152741
1965-06-11,442.5085575152741
1965-06-14,442.5085575152741
1965-06-15,442.5085575152741
1965-06-16,442.5085575152741
1965-06-17,442.5085575152741
1965-06-18,442.5085575152741
1965-06-21,442.5085575152741
1965-06-22,442.5085575152741
1965-06-23,442.5085575152741
1965-06-24,442.5085575152741
1965-06-25,442.5085575152741
1965-06-28,442.5085575152741
1965-06-29,442.5085575152741
1965-06-30,442.5085575152741
1965-07-01,442.5085575152741
1965-07-02,442.5085575152741
1965-07-05,442.5085575152741
1965-07-06,442.5085575152741
1965-07-07,442.5085575152741
1965-07-08,442.5085575152741
1965-07-09,442.5085575152741
1965-07-12,442.5085575152741
1965-07-13,442.5085575152741
1965-07-14,442.5085575152741
1965-07-15,442.5085575152741
1965-07-16,442.5085575152741
1965-07-19,442.5085575152741
1965-07-20,442.5085575152741
1965-07-21,442.5085575152741
1965-07-22,442.5085575152741
1965-07-23,442.5085575152741
1965-07-26,442.5085575152741
1965-07-27,442.5085575152741
1965-07-28,442.5085575152741
1965-07-29,442.5085575152741
1965-07-30,442.5085575152741
1965-08-02,442.5085575152741
1965-08-03,442.5085575152741
1965-08-04,442.5085575152741
1965-08-05,442.5085575152741
1965-08-06,442.5085575152741
1965-08-09,442.5085575152741
1965-08-10,442.5085575152741
1965-08-11,442.5085575152741
1965-08-12,442.5085575152741
1965-08-13,442.5085575152741
1965-08-16,442.5085575152741
1965-08-17,442.5085575152741
1965-08-18,442.5085575152741
1965-08-19,442.5085575152741
1965-08-20,442.5085575152741
1965-08-23,442.5085575152741
1965-08-24,442.5085575152741
1965-08-25,442.5085575152741
1965-08-26,442.5085575152741
1965-08-27,442.5085575152741
1965-08-30,442.5085575152741
1965-08-31,442.5085575152741
1965-09-01,442.5085575152741
1965-09-02,442.5085575152741
1965-09-03,442.5085575152741
1965-09-06,442.5085575152741
1965-09-07,442.5085575152741
1965-09-08,442.5085575152741
1965-09-09,442.5085575152741
1965-09-10,442.5085575152741
1965-09-13,442.5085575152741
1965-09-14,442.5085575152741
1965-09-15,442.5085575152741
1965-09-16,442.5085575152741
1965-09-17,442.5085575152741
1965-09-20,442.5085575152741
1965-09-21,442.5085575152741
1965-09-22,442.5085575152741
1965-09-23,442.5085575152741
1965-09-24,442.5085575152741
1965-09-27,442.5085575152741
1965-09-28,442.5085575152741
1965-09-29,442.5085575152741
1965-09-30,442.5085575152741
1965-10-01,442.5085575152741
1965-10-04,442.5085575152741
1965-10-05,442.5085575152741
1965-10-06,442.5085575152741
1965-10-07,442.5085575152741
1965-10-08,442.5085575152741
1965-10-11,442.5085575152741
1965-10-12,442.5085575152741
1965-10-13,442.5085575152741
1965-10-14,442.5085575152741
1965-10-15,442.5085575152741
1965-10-18,442.5085575152741
1965-10-19,442.5085575152741
1965-10-20,442.5085575152741
1965-10-21,442.5085575152741
1965-10-22,442.5085575152741
1965-10-25,442.5085575152741
1965-10-26,442.5085575152741
1965-10-27,442.5085575152741
1965-10-28,442.5085575152741
1965-10-29,442.5085575152741
1965-11-01,442.5085575152741
1965-11-02,442.5085575152741
1965-11-03,442.5085575152741
1965-11-04,442.5085575152741
1965-11-05,442.5085575152741
1965-11-08,442.5085575152741
1965-11-09,442.5085575152741
1965-11-10,442.5085575152741
1965-11-11,442.5085575152741
1965-11-12,442.5085575152741
1965-11-15,442.5085575152741
1965-11-16,442.5085575152741
1965-11-17,442.5085575152741
1965-11-18,442.5085575152741
1965-11-19,442.5085575152741
1965-11-22,442.5085575152741
1965-11-23,442.5085575152741
1965-11-24,442.5085575152741
1965-11-25,442.5085575152741
1965-11-26,442.5085575152741
1965-11-29,442.5085575152741
1965-11-30,442.5085575152741
1965-12-01,442.5085575152741
1965-12-02,442.5085575152741
1965-12-03,442.5085575152741
1965-12-06,442.5085575152741
1965-12-07,442.5085575152741
1965-12-08,442.5085575152741
1965-12-09,442.5085575152741
1965-12-10,442.5085575152741
1965-12-13,442.5085575152741
1965-12-14,442.5085575152741
1965-12-15,442.5085575152741
1965-12-16,442.5085575152741
1965-12-17,442.5085575152741
1965-12-20,442.5085575152741
1965-12-21,442.5085575152741
1965-12-22,442.5085575152741
1965-12-23,442.5085575152741
1965-12-24,442.5085575152741
1965-12-27,442.5085575152741
1965-12-28,442.5085575152741
1965-12-29,442.5085575152741
1965-12-30,442.5085575152741
1965-12-31,442.5085575152741
1966-01-03,471.3585540532747
1966-01-04,471.3585540532747
1966-01-05,471.3585540532747
1966-01-06,471.3585540532747
1966-01-07,471.3585540532747
1966-01-10,471.3585540532747
1966-01-11,471.3585540532747
1966-01-12,471.3585540532747
1966-01-13,471.3585540532747
1966-01-14,471.3585540532747
1966-01-17,471.3585540532747
1966-01-18,471.3585540532747
1966-01-19,471.3585540532747
1966-01-20,471.3585540532747
1966-01-21,471.3585540532747
1966-01-24,471.3585540532747
1966-01-25,471.3585540532747
1966-01-26,471.3585540532747
1966-01-27,471.3585540532747
1966-01-28,471.3585540532747
1966-01-31,471.3585540532747
1966-02-01,471.3585540532747
1966-02-02,471.3585540532747
1966-02-03,471.3585540532747
1966-02-04,471.3585540532747
1966-02-07,471.3585540532747
1966-02-08,471.3585540532747
1966-02-09,471.3585540532747
1966-02-10,471.3585540532747
1966-02-11,471.3585540532747
1966-02-14,471.3585540532747
1966-02-15,471.3585540532747
1966-02-16,471.3585540532747
1966-02-17,471.3585540532747
1966-02-18,471.3585540532747
1966-02-21,471.3585540532747
1966-02-22,471.3585540532747
1966-02-23,471.3585540532747
1966-02-24,471.3585540532747
1966-02-25,471.3585540532747
1966-02-28,471.3585540532747
1966-03-01,471.3585540532747
1966-03-02,471.3585540532747
1966-03-03,471.3585540532747
1966-03-04,471.3585540532747
1966-03-07,471.3585540532747
1966-03-08,471.3585540532747
1966-03-09,471.3585540532747
1966-03-10,471.3585540532747
1966-03-11,471.3585540532747
1966-03-14,471.3585540532747
1966-03-15,471.3585540532747
1966-03-16,471.3585540532747
1966-03-17,471.3585540532747
1966-03-18,471.3585540532747
1966-03-21,471.3585540532747
1966-03-22,471.3585540532747
1966-03-23,471.3585540532747
1966-03-24,471.3585540532747
1966-03-25,471.3585540532747
1966-03-28,471.3585540532747
1966-03-29,471.3585540532747
1966-03-30,471.3585540532747
1966-03-31,471.3585540532747
1966-04-01,471.3585540532747
1966-04-04,471.3585540532747
1966-04-05,471.3585540532747
1966-04-06,471.3585540532747
1966-04-07,471.3585540532747
1966-04-08,471.3585540532747
1966-04-11,471.3585540532747
1966-04-12,471.3585540532747
1966-04-13,471.3585540532747
1966-04-14,471.3585540532747
1966-04-15,471.3585540532747
1966-04-18,471.3585540532747
1966-04-19,471.3585540532747
1966-04-20,471.3585540532747
1966-04-21,471.3585540532747
1966-04-22,471.3585540532747
1966-04-25,471.3585540532747
1966-04-26,471.3585540532747
1966-04-27,471.3585540532747
1966-04-28,471.3585540532747
1966-04-29,471.3585540532747
1966-05-02,471.3585540532747
1966-05-03,471.3585540532747
1966-05-04,471.3585540532747
1966-05-05,471.3585540532747
1966-05-06,471.3585540532747
1966-05-09,471.3585540532747
1966-05-10,471.3585540532747
1966-05-11,471.3585540532747
1966-05-12,471.3585540532747
1966-05-13,471.3585540532747
1966-05-16,471.3585540532747
1966-05-17,471.3585540532747
1966-05-18,471.3585540532747
1966-05-19,471.3585540532747
1966-05-20,471.3585540532747
1966-05-23,471.3585540532747
1966-05-24,471.3585540532747
1966-05-25,471.3585540532747
1966-05-26,471.3585540532747
1966-05-27,471.3585540532747
1966-05-30,471.3585540532747
1966-05-31,471.3585540532747
1966-06-01,471.3585540532747
1966-06-02,471.3585540532747
1966-06-03,471.3585540532747
1966-06-06,471.3585540532747
1966-06-07,471.3585540532747
1966-06-08,471.3585540532747
1966-06-09,471.3585540532747
1966-06-10,471.3585540532747
1966-06-13,471.3585540532747
1966-06-14,471.3585540532747
1966-06-15,471.3585540532747
1966-06-16,471.3585540532747
1966-06-17,471.3585540532747
1966-06-20,471.3585540532747
1966-06-21,471.3585540532747
1966-06-22,471.3585540532747
1966-06-23,471.3585540532747
1966-06-24,471.3585540532747
1966-06-27,471.3585540532747
1966-06-28,471.3585540532747
1966-06-29,471.3585540532747
1966-06-30,471.3585540532747
1966-07-01,471.3585540532747
1966-07-04,471.3585540532747
1966-07-05,471.3585540532747
1966-07-06,471.3585540532747
1966-07-07,471.3585540532747
1966-07-08,471.3585540532747
1966-07-11,471.3585540532747
1966-07-12,471.3585540532747
1966-07-13,471.3585540532747
1966-07-14,471.3585540532747
1966-07-15,471.3585540532747
1966-07-18,471.3585540532747
1966-07-19,471.3585540532747
