Date,GPRI
1948-03-10,135.19661934145034
1948-03-11,134.75992067398565
1948-03-12,134.32322200652092
1948-03-15,133.01312600412678
1948-03-16,132.57642733666205
1948-03-17,132.13972866919732
1948-03-18,131.7030300017326
1948-03-19,131.2663313342679
1948-03-22,129.95623533187373
1948-03-23,129.51953666440903
1948-03-24,129.0828379969443
1948-03-25,128.64613932947958
1948-03-26,128.20944066201486
1948-03-29,126.89934465962071
1948-03-30,126.462645992156
1948-03-31,126.02594732469127
1948-04-01,125.58924865722656
1948-04-02,125.70201161702474
1948-04-05,126.04030049641928
1948-04-06,126.15306345621745
1948-04-07,126.26582641601563
1948-04-08,126.3785893758138
1948-04-09,126.49135233561198
1948-04-12,126.8296412150065
1948-04-13,126.9424041748047
1948-04-14,127.05516713460287
1948-04-15,127.16793009440104
1948-04-16,127.28069305419922
1948-04-19,127.61898193359374
1948-04-20,127.73174489339193
1948-04-21,127.84450785319011
1948-04-22,127.95727081298828
1948-04-23,128.07003377278645
1948-04-26,128.408322652181
1948-04-27,128.52108561197917
1948-04-28,128.63384857177735
1948-04-29,128.74661153157552
1948-04-30,128.8593744913737
1948-05-03,127.44681819792717
1948-05-04,126.68415857130482
1948-05-05,125.92149894468245
1948-05-06,125.1588393180601
1948-05-07,124.39617969143775
1948-05-10,122.1082008115707
1948-05-11,121.34554118494833
1948-05-12,120.58288155832598
1948-05-13,119.82022193170363
1948-05-14,119.05756230508128
1948-05-17,116.76958342521421
1948-05-18,116.00692379859186
1948-05-19,115.2442641719695
1948-05-20,114.48160454534715
1948-05-21,113.7189449187248
1948-05-24,111.43096603885773
1948-05-25,110.66830641223538
1948-05-26,109.90564678561303
1948-05-27,109.14298715899068
1948-05-28,108.38032753236833
1948-05-31,106.09234865250126
1948-06-01,105.3296890258789
1948-06-02,106.45713526407877
1948-06-03,107.58458150227865
1948-06-04,108.71202774047852
1948-06-07,112.09436645507813
1948-06-08,113.221812693278
1948-06-09,114.34925893147786
1948-06-10,115.47670516967773
1948-06-11,116.60415140787761
1948-06-14,119.9864901224772
1948-06-15,121.11393636067709
1948-06-16,122.24138259887695
1948-06-17,123.36882883707682
1948-06-18,124.49627507527669
1948-06-21,127.8786137898763
1948-06-22,129.00606002807618
1948-06-23,130.13350626627604
1948-06-24,131.2609525044759
1948-06-25,132.38839874267578
1948-06-28,135.7707374572754
1948-06-29,136.89818369547527
1948-06-30,138.02562993367513
1948-07-01,139.153076171875
1948-07-02,138.1134973341419
1948-07-05,134.99476082094253
1948-07-06,133.95518198320943
1948-07-07,132.9156031454763
1948-07-08,131.8760243077432
1948-07-09,130.8364454700101
1948-07-12,127.71770895681074
1948-07-13,126.67813011907762
1948-07-14,125.6385512813445
1948-07-15,124.59897244361139
1948-07-16,123.55939360587827
1948-07-19,120.44065709267893
1948-07-20,119.40107825494582
1948-07-21,118.3614994172127
1948-07-22,117.32192057947958
1948-07-23,116.28234174174648
1948-07-26,113.16360522854713
1948-07-27,112.12402639081401
1948-07-28,111.08444755308089
1948-07-29,110.04486871534779
1948-07-30,109.00528987761467
1948-08-02,107.3965574695218
1948-08-03,107.86698273689517
1948-08-04,108.33740800426853
1948-08-05,108.80783327164188
1948-08-06,109.27825853901524
1948-08-09,110.68953434113533
1948-08-10,111.1599596085087
