Date,TRDPRC_1,OPEN_PRC,HIGH_1,LOW_1,ACVOL_UNS
1992-04-01,468.1599,468.1599,468.1599,468.1599,
1992-04-02,463.8551,463.8551,463.8551,463.8551,
1992-04-03,465.1082,465.1082,465.1082,465.1082,
1992-04-06,469.9915,469.9915,469.9915,469.9915,
1992-04-07,461.2856,461.2856,461.2856,461.2856,
1992-04-08,457.1601,457.1601,457.1601,457.1601,
1992-04-09,464.3183,464.3183,464.3183,464.3183,
1992-04-10,468.5913,468.5913,468.5913,468.5913,
1992-04-13,470.6753,470.6753,470.6753,470.6753,
1992-04-14,477.989,477.989,477.989,477.989,
1992-04-15,482.4978,482.4978,482.4978,482.4978,
1992-04-16,482.2474,482.2474,482.2474,482.2474,
1992-04-20,475.4724,475.4724,475.4724,475.4724,
1992-04-21,475.6011,475.6011,475.6011,475.6011,
1992-04-22,475.0794,475.0794,475.0794,475.0794,
1992-04-23,477.1615,477.1615,477.1615,477.1615,
1992-04-24,474.1972,474.1972,474.1972,474.1972,
1992-04-27,473.6163,473.6163,473.6163,473.6163,
1992-04-28,474.4686,474.4686,474.4686,474.4686,
1992-04-29,477.8435,477.8435,477.8435,477.8435,
1992-04-30,481.2451,481.2451,481.2451,481.2451,
1992-05-01,478.4454,478.4454,478.4454,478.4454,
1992-05-04,483.7665,483.7665,483.7665,483.7665,
1992-05-05,483.7642,483.7642,483.7642,483.7642,
1992-05-06,483.7491,483.7491,483.7491,483.7491,
1992-05-07,483.0527,483.0527,483.0527,483.0527,
1992-05-08,483.3024,483.3024,483.3024,483.3024,
1992-05-11,486.3529,486.3529,486.3529,486.3529,
1992-05-12,483.8264,483.8264,483.8264,483.8264,
1992-05-13,484.0484,484.0484,484.0484,484.0484,
1992-05-14,480.2394,480.2394,480.2394,480.2394,
1992-05-15,476.9393,476.9393,476.9393,476.9393,
1992-05-18,480.2911,480.2911,480.2911,480.2911,
1992-05-19,484.454,484.454,484.454,484.454,
1992-05-20,483.3405,483.3405,483.3405,483.3405,
1992-05-21,480.0976,480.0976,480.0976,480.0976,
1992-05-22,481.857,481.857,481.857,481.857,
1992-05-26,478.952,478.952,478.952,478.952,
1992-05-27,479.8531,479.8531,479.8531,479.8531,
1992-05-28,485.2096,485.2096,485.2096,485.2096,
1992-05-29,483.6041,483.6041,483.6041,483.6041,
1992-06-01,486.0375,486.0375,486.0375,486.0375,
1992-06-02,481.7688,481.7688,481.7688,481.7688,
1992-06-03,483.0551,483.0551,483.0551,483.0551,
1992-06-04,481.5649,481.5649,481.5649,481.5649,
1992-06-05,481.8247,481.8247,481.8247,481.8247,
1992-06-08,481.7397,481.7397,481.7397,481.7397,
1992-06-09,478.0954,478.0954,478.0954,478.0954,
1992-06-10,474.825,474.825,474.825,474.825,
1992-06-11,476.9341,476.9341,476.9341,476.9341,
1992-06-12,477.7748,477.7748,477.7748,477.7748,
1992-06-15,478.4114,478.4114,478.4114,478.4114,
1992-06-16,476.1587,476.1587,476.1587,476.1587,
1992-06-17,469.093,469.093,469.093,469.093,
1992-06-18,467.591,467.591,467.591,467.591,
1992-06-19,470.756,470.756,470.756,470.756,
1992-06-22,470.4481,470.4481,470.4481,470.4481,
1992-06-23,471.1992,471.1992,471.1992,471.1992,
1992-06-24,471.2097,471.2097,471.2097,471.2097,
1992-06-25,470.3929,470.3929,470.3929,470.3929,
1992-06-26,470.9028,470.9028,470.9028,470.9028,
1992-06-29,477.3397,477.3397,477.3397,477.3397,
1992-06-30,476.4094,476.4094,476.4094,476.4094,
1992-07-01,481.9504,481.9504,481.9504,481.9504,
1992-07-02,480.6617,480.6617,480.6617,480.6617,
1992-07-06,483.3209,483.3209,483.3209,483.3209,
1992-07-07,477.8738,477.8738,477.8738,477.8738,
1992-07-08,479.1819,479.1819,479.1819,479.1819,
1992-07-09,483.8326,483.8326,483.8326,483.8326,
1992-07-10,484.2893,484.2893,484.2893,484.2893,
1992-07-13,484.5872,484.5872,484.5872,484.5872,
1992-07-14,487.8822,487.8822,487.8822,487.8822,
1992-07-15,487.2048,487.2048,487.2048,487.2048,
1992-07-16,487.7561,487.7561,487.7561,487.7561,
1992-07-17,485.5307,485.5307,485.5307,485.5307,
1992-07-20,483.3859,483.3859,483.3859,483.3859,
1992-07-21,483.4093,483.4093,483.4093,483.4093,
1992-07-22,480.1029,480.1029,480.1029,480.1029,
1992-07-23,481.4535,481.4535,481.4535,481.4535,
1992-07-24,480.8927,480.8927,480.8927,480.8927,
1992-07-27,480.9172,480.9172,480.9172,480.9172,
1992-07-28,487.9778,487.9778,487.9778,487.9778,
1992-07-29,493.5188,493.5188,493.5188,493.5188,
1992-07-30,495.5058,495.5058,495.5058,495.5058,
1992-07-31,495.8717,495.8717,495.8717,495.8717,
1992-08-03,497.0476,497.0476,497.0476,497.0476,
1992-08-04,496.3905,496.3905,496.3905,496.3905,
1992-08-05,493.8569,493.8569,493.8569,493.8569,
1992-08-06,492.1642,492.1642,492.1642,492.1642,
1992-08-07,490.3668,490.3668,490.3668,490.3668,
1992-08-10,491.2203,491.2203,491.2203,491.2203,
1992-08-11,490.6311,490.6311,490.6311,490.6311,
1992-08-12,489.3463,489.3463,489.3463,489.3463,
1992-08-13,489.3147,489.3147,489.3147,489.3147,
1992-08-14,491.9573,491.9573,491.9573,491.9573,
1992-08-17,493.0199,493.0199,493.0199,493.0199,
1992-08-18,493.8296,493.8296,493.8296,493.8296,
1992-08-19,490.1423,490.1423,490.1423,490.1423,
1992-08-20,490.2584,490.2584,490.2584,490.2584,
1992-08-21,486.2719,486.2719,486.2719,486.2719,
1992-08-24,481.486,481.486,481.486,481.486,
1992-08-25,482.6079,482.6079,482.6079,482.6079,
1992-08-26,484.9388,484.9388,484.9388,484.9388,
1992-08-27,484.9787,484.9787,484.9787,484.9787,
1992-08-28,486.522,486.522,486.522,486.522,
1992-08-31,485.7234,485.7234,485.7234,485.7234,
1992-09-01,488.2292,488.2292,488.2292,488.2292,
1992-09-02,490.5104,490.5104,490.5104,490.5104,
1992-09-03,490.5386,490.5386,490.5386,490.5386,
1992-09-04,489.534,489.534,489.534,489.534,
1992-09-08,486.4623,486.4623,486.4623,486.4623,
1992-09-09,488.9085,488.9085,488.9085,488.9085,
1992-09-10,493.1428,493.1428,493.1428,493.1428,
1992-09-11,492.7095,492.7095,492.7095,492.7095,
1992-09-14,499.6144,499.6144,499.6144,499.6144,
1992-09-15,493.2046,493.2046,493.2046,493.2046,
1992-09-16,493.3808,493.3808,493.3808,493.3808,
1992-09-17,493.4078,493.4078,493.4078,493.4078,
1992-09-18,496.9327,496.9327,496.9327,496.9327,
1992-09-21,496.1044,496.1044,496.1044,496.1044,
1992-09-22,490.2354,490.2354,490.2354,490.2354,
1992-09-23,490.5997,490.5997,490.5997,490.5997,
1992-09-24,492.0441,492.0441,492.0441,492.0441,
1992-09-25,487.2185,487.2185,487.2185,487.2185,
1992-09-28,489.9759,489.9759,489.9759,489.9759,
1992-09-29,490.23,490.23,490.23,490.23,
1992-09-30,491.4308,491.4308,491.4308,491.4308,
1992-10-01,489.663,489.663,489.663,489.663,
1992-10-02,482.8207,482.8207,482.8207,482.8207,
1992-10-05,479.6507,479.6507,479.6507,479.6507,
1992-10-06,479.2105,479.2105,479.2105,479.2105,
1992-10-07,475.7622,475.7622,475.7622,475.7622,
1992-10-08,479.919,479.919,479.919,479.919,
1992-10-09,473.9434,473.9434,473.9434,473.9434,
1992-10-12,479.5696,479.5696,479.5696,479.5696,
1992-10-13,481.7613,481.7613,481.7613,481.7613,
1992-10-14,481.8495,481.8495,481.8495,481.8495,
1992-10-15,482.1579,482.1579,482.1579,482.1579,
1992-10-16,484.6652,484.6652,484.6652,484.6652,
1992-10-19,488.5416,488.5416,488.5416,488.5416,
1992-10-20,489.1526,489.1526,489.1526,489.1526,
1992-10-21,489.3763,489.3763,489.3763,489.3763,
1992-10-22,488.4697,488.4697,488.4697,488.4697,
1992-10-23,487.8881,487.8881,487.8881,487.8881,
1992-10-26,492.4126,492.4126,492.4126,492.4126,
1992-10-27,492.8943,492.8943,492.8943,492.8943,
1992-10-28,494.827,494.827,494.827,494.827,
1992-10-29,495.6892,495.6892,495.6892,495.6892,
1992-10-30,493.1286,493.1286,493.1286,493.1286,
1992-11-02,498.0825,498.0825,498.0825,498.0825,
1992-11-03,494.8943,494.8943,494.8943,494.8943,
1992-11-04,491.6958,491.6958,491.6958,491.6958,
1992-11-05,493.4864,493.4864,493.4864,493.4864,
1992-11-06,492.8104,492.8104,492.8104,492.8104,
1992-11-09,494.052,494.052,494.052,494.052,
1992-11-10,494.1145,494.1145,494.1145,494.1145,
1992-11-11,498.3402,498.3402,498.3402,498.3402,
1992-11-12,499.1688,499.1688,499.1688,499.1688,
1992-11-13,498.686,498.686,498.686,498.686,
1992-11-16,496.7546,496.7546,496.7546,496.7546,
1992-11-17,495.1983,495.1983,495.1983,495.1983,
1992-11-18,499.442,499.442,499.442,499.442,
1992-11-19,500.3668,500.3668,500.3668,500.3668,
1992-11-20,504.0013,504.0013,504.0013,504.0013,
1992-11-23,502.2589,502.2589,502.2589,502.2589,
1992-11-24,505.3508,505.3508,505.3508,505.3508,
1992-11-25,507.2618,507.2618,507.2618,507.2618,
1992-11-27,508.4166,508.4166,508.4166,508.4166,
1992-11-30,509.92,509.92,509.92,509.92,
1992-12-01,509.4164,509.4164,509.4164,509.4164,
1992-12-02,508.4349,508.4349,508.4349,508.4349,
1992-12-03,508.4928,508.4928,508.4928,508.4928,
1992-12-04,511.0737,511.0737,511.0737,511.0737,
1992-12-07,514.9783,514.9783,514.9783,514.9783,
1992-12-08,516.9906,516.9906,516.9906,516.9906,
1992-12-09,515.5804,515.5804,515.5804,515.5804,
1992-12-10,514.3863,514.3863,514.3863,514.3863,
1992-12-11,513.3271,513.3271,513.3271,513.3271,
1992-12-14,512.3045,512.3045,512.3045,512.3045,
1992-12-15,512.0335,512.0335,512.0335,512.0335,
1992-12-16,510.7918,510.7918,510.7918,510.7918,
1992-12-17,515.4473,515.4473,515.4473,515.4473,
1992-12-18,522.3806,522.3806,522.3806,522.3806,
1992-12-21,521.7011,521.7011,521.7011,521.7011,
1992-12-22,521.2406,521.2406,521.2406,521.2406,
1992-12-23,519.7372,519.7372,519.7372,519.7372,
1992-12-24,520.8867,520.8867,520.8867,520.8867,
1992-12-28,520.1926,520.1926,520.1926,520.1926,
1992-12-29,518.8339,518.8339,518.8339,518.8339,
1992-12-30,519.842,519.842,519.842,519.842,
1992-12-31,516.1779,516.1779,516.1779,516.1779,
1993-01-04,515.9991,515.9991,515.9991,515.9991,
1993-01-05,514.8625,514.8625,514.8625,514.8625,
1993-01-06,515.0759,515.0759,515.0759,515.0759,
1993-01-07,510.5832,510.5832,510.5832,510.5832,
1993-01-08,508.6048,508.6048,508.6048,508.6048,
1993-01-11,510.8998,510.8998,510.8998,510.8998,
1993-01-12,511.0065,511.0065,511.0065,511.0065,
1993-01-13,513.4131,513.4131,513.4131,513.4131,
1993-01-14,516.8633,516.8633,516.8633,516.8633,
1993-01-15,518.3489,518.3489,518.3489,518.3489,
1993-01-18,517.9813,517.9813,517.9813,517.9813,
1993-01-19,515.9703,515.9703,515.9703,515.9703,
1993-01-20,513.8833,513.8833,513.8833,513.8833,
1993-01-21,516.3971,516.3971,516.3971,516.3971,
1993-01-22,517.1323,517.1323,517.1323,517.1323,
1993-01-25,521.8743,521.8743,521.8743,521.8743,
1993-01-26,521.8589,521.8589,521.8589,521.8589,
1993-01-27,519.6763,519.6763,519.6763,519.6763,
1993-01-28,520.3287,520.3287,520.3287,520.3287,
1993-01-29,520.4936,520.4936,520.4936,520.4936,
1993-02-01,525.0321,525.0321,525.0321,525.0321,
1993-02-02,525.2219,525.2219,525.2219,525.2219,
1993-02-03,530.7523,530.7523,530.7523,530.7523,
1993-02-04,533.8879,533.8879,533.8879,533.8879,
1993-02-05,533.1932,533.1932,533.1932,533.1932,
1993-02-08,532.1266,532.1266,532.1266,532.1266,
1993-02-09,529.2584,529.2584,529.2584,529.2584,
1993-02-10,530.3553,530.3553,530.3553,530.3553,
1993-02-11,532.0656,532.0656,532.0656,532.0656,
1993-02-12,528.5225,528.5225,528.5225,528.5225,
1993-02-16,515.9223,515.9223,515.9223,515.9223,
1993-02-17,515.2184,515.2184,515.2184,515.2184,
1993-02-18,513.5882,513.5882,513.5882,513.5882,
1993-02-19,516.372,516.372,516.372,516.372,
1993-02-22,517.7027,517.7027,517.7027,517.7027,
1993-02-23,517.3042,517.3042,517.3042,517.3042,
1993-02-24,524.5558,524.5558,524.5558,524.5558,
1993-02-25,526.3191,526.3191,526.3191,526.3191,
1993-02-26,527.5875,527.5875,527.5875,527.5875,
1993-03-01,526.0656,526.0656,526.0656,526.0656,
1993-03-02,533.2137,533.2137,533.2137,533.2137,
1993-03-03,534.953,534.953,534.953,534.953,
1993-03-04,532.7215,532.7215,532.7215,532.7215,
1993-03-05,531.3675,531.3675,531.3675,531.3675,
1993-03-08,541.6718,541.6718,541.6718,541.6718,
1993-03-09,541.4312,541.4312,541.4312,541.4312,
1993-03-10,543.732,543.732,543.732,543.732,
1993-03-11,540.6376,540.6376,540.6376,540.6376,
1993-03-12,536.0191,536.0191,536.0191,536.0191,
1993-03-15,537.9507,537.9507,537.9507,537.9507,
1993-03-16,537.9162,537.9162,537.9162,537.9162,
1993-03-17,534.2956,534.2956,534.2956,534.2956,
1993-03-18,538.5706,538.5706,538.5706,538.5706,
1993-03-19,536.5326,536.5326,536.5326,536.5326,
1993-03-22,534.988,534.988,534.988,534.988,
1993-03-23,534.8474,534.8474,534.8474,534.8474,
1993-03-24,534.025,534.025,534.025,534.025,
1993-03-25,537.622,537.622,537.622,537.622,
1993-03-26,533.9339,533.9339,533.9339,533.9339,
1993-03-29,537.5887,537.5887,537.5887,537.5887,
1993-03-30,539.0627,539.0627,539.0627,539.0627,
1993-03-31,538.7192,538.7192,538.7192,538.7192,
1993-04-01,537.0864,537.0864,537.0864,537.0864,
1993-04-02,526.7108,526.7108,526.7108,526.7108,
1993-04-05,527.8456,527.8456,527.8456,527.8456,
1993-04-06,526.4971,526.4971,526.4971,526.4971,
1993-04-07,528.3707,528.3707,528.3707,528.3707,
1993-04-08,527.348,527.348,527.348,527.348,
1993-04-12,535.1477,535.1477,535.1477,535.1477,
1993-04-13,536.1717,536.1717,536.1717,536.1717,
1993-04-14,535.5033,535.5033,535.5033,535.5033,
1993-04-15,535.2312,535.2312,535.2312,535.2312,
1993-04-16,535.8758,535.8758,535.8758,535.8758,
1993-04-19,534.1605,534.1605,534.1605,534.1605,
1993-04-20,531.3564,531.3564,531.3564,531.3564,
1993-04-21,529.6015,529.6015,529.6015,529.6015,
1993-04-22,524.8621,524.8621,524.8621,524.8621,
1993-04-23,521.7225,521.7225,521.7225,521.7225,
1993-04-26,517.6839,517.6839,517.6839,517.6839,
1993-04-27,523.0871,523.0871,523.0871,523.0871,
1993-04-28,523.099,523.099,523.099,523.099,
1993-04-29,524.1392,524.1392,524.1392,524.1392,
1993-04-30,525.6977,525.6977,525.6977,525.6977,
1993-05-03,528.5496,528.5496,528.5496,528.5496,
1993-05-04,530.5935,530.5935,530.5935,530.5935,
1993-05-05,531.2543,531.2543,531.2543,531.2543,
1993-05-06,529.8787,529.8787,529.8787,529.8787,
1993-05-07,528.9797,528.9797,528.9797,528.9797,
1993-05-10,529.8635,529.8635,529.8635,529.8635,
1993-05-11,531.7554,531.7554,531.7554,531.7554,
1993-05-12,532.3131,532.3131,532.3131,532.3131,
1993-05-13,525.6831,525.6831,525.6831,525.6831,
1993-05-14,526.3701,526.3701,526.3701,526.3701,
1993-05-17,527.4658,527.4658,527.4658,527.4658,
1993-05-18,527.4897,527.4897,527.4897,527.4897,
1993-05-19,536.2025,536.2025,536.2025,536.2025,
1993-05-20,539.8422,539.8422,539.8422,539.8422,
1993-05-21,534.1585,534.1585,534.1585,534.1585,
1993-05-24,536.8674,536.8674,536.8674,536.8674,
1993-05-25,538.0226,538.0226,538.0226,538.0226,
1993-05-26,543.5401,543.5401,543.5401,543.5401,
1993-05-27,542.315,542.315,542.315,542.315,
1993-05-28,539.7605,539.7605,539.7605,539.7605,
1993-06-01,544.2003,544.2003,544.2003,544.2003,
1993-06-02,544.4065,544.4065,544.4065,544.4065,
1993-06-03,542.8183,542.8183,542.8183,542.8183,
1993-06-04,539.9308,539.9308,539.9308,539.9308,
1993-06-07,537.1524,537.1524,537.1524,537.1524,
1993-06-08,533.6069,533.6069,533.6069,533.6069,
1993-06-09,535.1115,535.1115,535.1115,535.1115,
1993-06-10,534.6506,534.6506,534.6506,534.6506,
1993-06-11,536.9218,536.9218,536.9218,536.9218,
1993-06-14,537.4872,537.4872,537.4872,537.4872,
1993-06-15,535.7933,535.7933,535.7933,535.7933,
1993-06-16,537.1968,537.1968,537.1968,537.1968,
1993-06-17,538.5451,538.5451,538.5451,538.5451,
1993-06-18,532.7159,532.7159,532.7159,532.7159,
1993-06-21,535.78,535.78,535.78,535.78,
1993-06-22,535.4342,535.4342,535.4342,535.4342,
1993-06-23,532.1443,532.1443,532.1443,532.1443,
1993-06-24,536.5148,536.5148,536.5148,536.5148,
1993-06-25,537.6957,537.6957,537.6957,537.6957,
1993-06-28,542.9021,542.9021,542.9021,542.9021,
1993-06-29,541.5324,541.5324,541.5324,541.5324,
1993-06-30,541.3413,541.3413,541.3413,541.3413,
1993-07-01,539.557,539.557,539.557,539.557,
1993-07-02,536.0122,536.0122,536.0122,536.0122,
1993-07-06,530.7439,530.7439,530.7439,530.7439,
1993-07-07,532.4272,532.4272,532.4272,532.4272,
1993-07-08,539.4127,539.4127,539.4127,539.4127,
1993-07-09,538.8392,538.8392,538.8392,538.8392,
1993-07-12,539.8696,539.8696,539.8696,539.8696,
1993-07-13,538.8019,538.8019,538.8019,538.8019,
1993-07-14,541.2092,541.2092,541.2092,541.2092,
1993-07-15,540.2135,540.2135,540.2135,540.2135,
1993-07-16,536.0406,536.0406,536.0406,536.0406,
1993-07-19,536.4303,536.4303,536.4303,536.4303,
1993-07-20,537.9938,537.9938,537.9938,537.9938,
1993-07-21,537.8374,537.8374,537.8374,537.8374,
1993-07-22,534.6261,534.6261,534.6261,534.6261,
1993-07-23,537.7412,537.7412,537.7412,537.7412,
1993-07-26,540.2188,540.2188,540.2188,540.2188,
1993-07-27,539.289,539.289,539.289,539.289,
1993-07-28,538.0257,538.0257,538.0257,538.0257,
1993-07-29,541.6952,541.6952,541.6952,541.6952,
1993-07-30,539.1638,539.1638,539.1638,539.1638,
1993-08-02,541.7542,541.7542,541.7542,541.7542,
1993-08-03,540.8937,540.8937,540.8937,540.8937,
1993-08-04,540.0642,540.0642,540.0642,540.0642,
1993-08-05,539.6464,539.6464,539.6464,539.6464,
1993-08-06,540.3436,540.3436,540.3436,540.3436,
1993-08-09,543.2062,543.2062,543.2062,543.2062,
1993-08-10,541.7214,541.7214,541.7214,541.7214,
1993-08-11,542.9701,542.9701,542.9701,542.9701,
1993-08-12,541.1946,541.1946,541.1946,541.1946,
1993-08-13,542.6568,542.6568,542.6568,542.6568,
1993-08-16,545.4994,545.4994,545.4994,545.4994,
1993-08-17,546.4979,546.4979,546.4979,546.4979,
1993-08-18,550.0147,550.0147,550.0147,550.0147,
1993-08-19,550.5273,550.5273,550.5273,550.5273,
1993-08-20,550.2149,550.2149,550.2149,550.2149,
1993-08-23,549.145,549.145,549.145,549.145,
1993-08-24,554.6494,554.6494,554.6494,554.6494,
1993-08-25,555.1548,555.1548,555.1548,555.1548,
1993-08-26,556.3819,556.3819,556.3819,556.3819,
1993-08-27,555.7809,555.7809,555.7809,555.7809,
1993-08-30,557.5295,557.5295,557.5295,557.5295,
1993-08-31,559.6213,559.6213,559.6213,559.6213,
1993-09-01,559.1988,559.1988,559.1988,559.1988,
1993-09-02,557.0279,557.0279,557.0279,557.0279,
1993-09-03,557.1728,557.1728,557.1728,557.1728,
1993-09-07,553.7767,553.7767,553.7767,553.7767,
1993-09-08,551.5363,551.5363,551.5363,551.5363,
1993-09-09,552.7864,552.7864,552.7864,552.7864,
1993-09-10,557.895,557.895,557.895,557.895,
1993-09-13,558.5245,558.5245,558.5245,558.5245,
1993-09-14,555.9414,555.9414,555.9414,555.9414,
1993-09-15,558.0254,558.0254,558.0254,558.0254,
1993-09-16,555.4251,555.4251,555.4251,555.4251,
1993-09-17,554.6997,554.6997,554.6997,554.6997,
1993-09-20,550.2375,550.2375,550.2375,550.2375,
1993-09-21,547.7006,547.7006,547.7006,547.7006,
1993-09-22,551.6377,551.6377,551.6377,551.6377,
1993-09-23,553.5023,553.5023,553.5023,553.5023,
1993-09-24,553.6087,553.6087,553.6087,553.6087,
1993-09-27,558.7331,558.7331,558.7331,558.7331,
1993-09-28,558.4113,558.4113,558.4113,558.4113,
1993-09-29,556.7295,556.7295,556.7295,556.7295,
1993-09-30,555.3296,555.3296,555.3296,555.3296,
1993-10-01,558.2397,558.2397,558.2397,558.2397,
1993-10-04,558.5253,558.5253,558.5253,558.5253,
1993-10-05,558.3946,558.3946,558.3946,558.3946,
1993-10-06,557.8437,557.8437,557.8437,557.8437,
1993-10-07,555.9682,555.9682,555.9682,555.9682,
1993-10-08,557.3897,557.3897,557.3897,557.3897,
1993-10-11,558.0799,558.0799,558.0799,558.0799,
1993-10-12,558.373,558.373,558.373,558.373,
1993-10-13,558.821,558.821,558.821,558.821,
1993-10-14,565.3381,565.3381,565.3381,565.3381,
1993-10-15,568.5715,568.5715,568.5715,568.5715,
1993-10-18,567.3581,567.3581,567.3581,567.3581,
1993-10-19,564.6657,564.6657,564.6657,564.6657,
1993-10-20,564.4961,564.4961,564.4961,564.4961,
1993-10-21,563.6362,563.6362,563.6362,563.6362,
1993-10-22,561.1048,561.1048,561.1048,561.1048,
1993-10-25,562.3184,562.3184,562.3184,562.3184,
1993-10-26,562.5328,562.5328,562.5328,562.5328,
1993-10-27,562.9084,562.9084,562.9084,562.9084,
1993-10-28,566.6885,566.6885,566.6885,566.6885,
1993-10-29,566.817,566.817,566.817,566.817,
1993-11-01,568.4865,568.4865,568.4865,568.4865,
1993-11-02,567.8551,567.8551,567.8551,567.8551,
1993-11-03,561.3285,561.3285,561.3285,561.3285,
1993-11-04,554.8244,554.8244,554.8244,554.8244,
1993-11-05,557.6708,557.6708,557.6708,557.6708,
1993-11-08,558.5566,558.5566,558.5566,558.5566,
1993-11-09,558.7569,558.7569,558.7569,558.7569,
1993-11-10,562.8972,562.8972,562.8972,562.8972,
1993-11-11,561.5862,561.5862,561.5862,561.5862,
1993-11-12,564.9389,564.9389,564.9389,564.9389,
1993-11-15,563.1059,563.1059,563.1059,563.1059,
1993-11-16,566.8349,566.8349,566.8349,566.8349,
1993-11-17,564.5298,564.5298,564.5298,564.5298,
1993-11-18,563.104,563.104,563.104,563.104,
1993-11-19,561.9343,561.9343,561.9343,561.9343,
1993-11-22,557.7399,557.7399,557.7399,557.7399,
1993-11-23,560.1208,560.1208,560.1208,560.1208,
1993-11-24,561.9371,561.9371,561.9371,561.9371,
1993-11-26,562.8025,562.8025,562.8025,562.8025,
1993-11-29,561.4947,561.4947,561.4947,561.4947,
1993-11-30,561.4145,561.4145,561.4145,561.4145,
1993-12-01,561.5823,561.5823,561.5823,561.5823,
1993-12-02,563.1762,563.1762,563.1762,563.1762,
1993-12-03,565.3408,565.3408,565.3408,565.3408,
1993-12-06,567.3133,567.3133,567.3133,567.3133,
1993-12-07,567.75,567.75,567.75,567.75,
1993-12-08,567.1807,567.1807,567.1807,567.1807,
1993-12-09,564.8112,564.8112,564.8112,564.8112,
1993-12-10,564.5265,564.5265,564.5265,564.5265,
1993-12-13,566.7095,566.7095,566.7095,566.7095,
1993-12-14,563.5346,563.5346,563.5346,563.5346,
1993-12-15,562.0657,562.0657,562.0657,562.0657,
1993-12-16,563.9143,563.9143,563.9143,563.9143,
1993-12-17,567.624,567.624,567.624,567.624,
1993-12-20,566.9886,566.9886,566.9886,566.9886,
1993-12-21,566.3277,566.3277,566.3277,566.3277,
1993-12-22,568.7924,568.7924,568.7924,568.7924,
1993-12-23,568.8655,568.8655,568.8655,568.8655,
1993-12-27,573.1011,573.1011,573.1011,573.1011,
1993-12-28,573.6017,573.6017,573.6017,573.6017,
1993-12-29,573.1766,573.1766,573.1766,573.1766,
1993-12-30,570.8404,570.8404,570.8404,570.8404,
1993-12-31,568.2021,568.2021,568.2021,568.2021,
1994-01-03,567.0948,567.0948,567.0948,567.0948,
1994-01-04,569.0722,569.0722,569.0722,569.0722,
1994-01-05,569.8974,569.8974,569.8974,569.8974,
1994-01-06,569.3733,569.3733,569.3733,569.3733,
1994-01-07,572.7643,572.7643,572.7643,572.7643,
1994-01-10,579.3695,579.3695,579.3695,579.3695,
1994-01-11,577.9798,577.9798,577.9798,577.9798,
1994-01-12,578.0286,578.0286,578.0286,578.0286,
1994-01-13,576.0111,576.0111,576.0111,576.0111,
1994-01-14,579.037,579.037,579.037,579.037,
1994-01-17,577.074,577.074,577.074,577.074,
1994-01-18,578.2408,578.2408,578.2408,578.2408,
1994-01-19,578.3116,578.3116,578.3116,578.3116,
1994-01-20,579.1407,579.1407,579.1407,579.1407,
1994-01-21,578.8237,578.8237,578.8237,578.8237,
1994-01-24,575.5377,575.5377,575.5377,575.5377,
1994-01-25,574.3182,574.3182,574.3182,574.3182,
1994-01-26,577.122,577.122,577.122,577.122,
1994-01-27,581.8175,581.8175,581.8175,581.8175,
1994-01-28,583.8531,583.8531,583.8531,583.8531,
1994-01-31,587.5194,587.5194,587.5194,587.5194,
1994-02-01,585.265,585.265,585.265,585.265,
1994-02-02,588.1936,588.1936,588.1936,588.1936,
1994-02-03,586.6865,586.6865,586.6865,586.6865,
1994-02-04,573.6838,573.6838,573.6838,573.6838,
1994-02-07,576.2029,576.2029,576.2029,576.2029,
1994-02-08,575.3565,575.3565,575.3565,575.3565,
1994-02-09,577.6064,577.6064,577.6064,577.6064,
1994-02-10,572.9564,572.9564,572.9564,572.9564,
1994-02-11,574.5106,574.5106,574.5106,574.5106,
1994-02-14,574.711,574.711,574.711,574.711,
1994-02-15,577.6393,577.6393,577.6393,577.6393,
1994-02-16,577.9987,577.9987,577.9987,577.9987,
1994-02-17,575.0121,575.0121,575.0121,575.0121,
1994-02-18,571.8738,571.8738,571.8738,571.8738,
1994-02-22,576.5766,576.5766,576.5766,576.5766,
1994-02-23,575.7535,575.7535,575.7535,575.7535,
1994-02-24,567.9139,567.9139,567.9139,567.9139,
1994-02-25,570.1378,570.1378,570.1378,570.1378,
1994-02-28,571.5728,571.5728,571.5728,571.5728,
1994-03-01,568.3267,568.3267,568.3267,568.3267,
1994-03-02,568.9985,568.9985,568.9985,568.9985,
1994-03-03,566.8329,566.8329,566.8329,566.8329,
1994-03-04,568.9986,568.9986,568.9986,568.9986,
1994-03-07,571.7203,571.7203,571.7203,571.7203,
1994-03-08,570.4799,570.4799,570.4799,570.4799,
1994-03-09,572.171,572.171,572.171,572.171,
1994-03-10,568.317,568.317,568.317,568.317,
1994-03-11,571.436,571.436,571.436,571.436,
1994-03-14,572.6244,572.6244,572.6244,572.6244,
1994-03-15,572.2115,572.2115,572.2115,572.2115,
1994-03-16,575.1865,575.1865,575.1865,575.1865,
1994-03-17,577.0306,577.0306,577.0306,577.0306,
1994-03-18,577.2266,577.2266,577.2266,577.2266,
1994-03-21,574.1436,574.1436,574.1436,574.1436,
1994-03-22,574.4646,574.4646,574.4646,574.4646,
1994-03-23,574.146,574.146,574.146,574.146,
1994-03-24,569.0239,569.0239,569.0239,569.0239,
1994-03-25,564.7202,564.7202,564.7202,564.7202,
1994-03-28,564.014,564.014,564.014,564.014,
1994-03-29,554.8365,554.8365,554.8365,554.8365,
