Date,Total Return Index,Beta Raw,Volatility 30D
1945-01-01,100.0,,
1945-01-02,100.00277777853825,,
1945-01-03,100.00555563423701,,
1945-01-04,100.00833356709845,,
1945-01-05,100.01111157712474,,
1945-01-08,100.01388966431797,,
1945-01-09,100.01666782868031,,
1945-01-10,100.0194460702139,,
1945-01-11,100.02222438892089,,
1945-01-12,100.02500278480345,,
1945-01-15,100.02778125786367,,
1945-01-16,100.03055980810372,,
1945-01-17,100.03333843552574,,
1945-01-18,100.03611714013188,,
1945-01-19,100.03889592192428,,
1945-01-22,100.04167478090508,,
1945-01-23,100.04445371707645,,
1945-01-24,100.0472327304405,,
1945-01-25,100.05001182099937,,
1945-01-26,100.05279098875523,,
1945-01-29,100.05557023371024,,
1945-01-30,100.0583495558665,,
1945-01-31,100.06112895522617,,
1945-02-01,100.06390843172598,,
1945-02-02,100.06668798543349,,
1945-02-05,100.06946761635083,,
1945-02-06,100.07224732448016,,
1945-02-07,100.07502710982362,,
1945-02-08,100.07780697238339,,
1945-02-09,100.08058691216154,,
1945-02-12,100.08336692916028,,
1945-02-13,100.08614702338173,,
1945-02-14,100.08892719482803,,
1945-02-15,100.09170744350133,,
1945-02-16,100.0944877694038,,
1945-02-19,100.09726817253755,,
1945-02-20,100.10004865290475,,
1945-02-21,100.10282921050752,,
1945-02-22,100.10560984534804,,
1945-02-23,100.10839055742844,,
1945-02-26,100.11117134675085,,
1945-02-27,100.11395221331742,,
1945-02-28,100.11673315713031,,
1945-03-01,100.1195141782353,,
1945-03-02,100.12229527659093,,
1945-03-05,100.1250764521993,,
1945-03-06,100.12785770506254,,
1945-03-07,100.13063903518287,,
1945-03-08,100.13342044256237,,
1945-03-09,100.1362019272032,,
1945-03-12,100.13898348910752,,
1945-03-13,100.14176512827748,,
1945-03-14,100.1445468447152,,
1945-03-15,100.14732863842283,,
1945-03-16,100.15011050940257,,
1945-03-19,100.1528924576565,,
1945-03-20,100.15567448318679,,
1945-03-21,100.15845658599558,,
1945-03-22,100.16123876608502,,
1945-03-23,100.16402102345728,,
1945-03-26,100.16680335811448,,
1945-03-27,100.16958577005877,,
1945-03-28,100.17236825929231,,
1945-03-29,100.17515082581723,,
1945-03-30,100.17793346963569,,
1945-04-02,100.18071619072796,,
1945-04-03,100.1834989891181,,
1945-04-04,100.18628186480822,,
1945-04-05,100.18906481780044,,
1945-04-06,100.19184784809694,,
1945-04-09,100.19463095569985,,
1945-04-10,100.19741414061131,,
1945-04-11,100.2001974028335,,
1945-04-12,100.20298074236854,,
1945-04-13,100.20576415921859,,
1945-04-16,100.2085476533858,,
1945-04-17,100.21133122487231,,
1945-04-18,100.21411487368029,,
1945-04-19,100.21689859981184,,
1945-04-20,100.21968240326915,,
1945-04-23,100.22246628405433,,
1945-04-24,100.22525024216958,,
1945-04-25,100.228034277617,,
1945-04-26,100.23081839039877,,
1945-04-27,100.23360258051704,,
1945-04-30,100.23638684797393,,
1945-05-01,100.23917119281529,,
1945-05-02,100.24195561499957,,
1945-05-03,100.24474011452895,,
1945-05-04,100.24752469140556,,
1945-05-07,100.25030934563154,,
1945-05-08,100.25309407720906,,
1945-05-09,100.25587888614025,,
1945-05-10,100.25866377242727,,
1945-05-11,100.26144873607225,,
1945-05-14,100.26423377707735,,
1945-05-15,100.26701889544474,,
1945-05-16,100.26980409117655,,
1945-05-17,100.27258936427492,,
1945-05-18,100.27537471474201,,
1945-05-21,100.27816014257998,,
1945-05-22,100.28094564779096,,
1945-05-23,100.28373123037711,,
1945-05-24,100.28651689034055,,
1945-05-25,100.28930262768347,,
1945-05-28,100.292088442408,,
1945-05-29,100.2948743345163,,
1945-05-30,100.29766030401049,,
