Date,Total Return Index
2005-03-21,100.0
2005-03-22,99.90977443609023
2005-03-23,99.93984962406014
2005-03-24,99.95989974937342
2005-03-28,99.93984962406014
2005-03-29,99.86967418546367
2005-03-30,99.83959899749374
2005-03-31,99.7593984962406
2005-04-01,99.66917293233082
2005-04-04,99.72932330827068
2005-04-05,99.81954887218045
2005-04-07,99.88972431077694
2005-04-08,99.74937343358395
2005-04-11,99.76942355889724
2005-04-12,99.78947368421053
2005-04-13,99.67919799498748
2005-04-14,99.53884711779449
2005-04-15,99.37844611528823
2005-04-18,99.38847117794487
2005-04-19,99.54887218045113
2005-04-20,99.52882205513785
2005-04-21,99.69924812030075
2005-04-22,99.60902255639098
2005-04-25,99.62907268170426
2005-04-26,99.59899749373433
2005-04-27,99.52882205513785
2005-04-28,99.40852130325814
2005-04-29,99.37844611528823
2005-05-02,99.35839598997494
2005-05-03,99.35839598997494
2005-05-04,99.5187969924812
2005-05-05,99.2781954887218
2005-05-06,99.18796992481202
2005-05-09,99.13784461152882
2005-05-10,98.81704260651628
2005-05-11,98.84711779448621
2005-05-12,98.76691729323308
2005-05-13,98.6967418546366
2005-05-16,98.68671679197995
2005-05-17,98.54636591478696
2005-05-18,98.84711779448621
2005-05-19,99.16791979949875
2005-05-20,99.13784461152882
2005-05-23,99.18796992481202
2005-05-24,99.21804511278195
2005-05-25,99.34837092731829
2005-05-26,99.47869674185465
2005-05-27,99.45864661654134
2005-05-31,99.37844611528823
2005-06-01,99.44862155388472
2005-06-02,99.58897243107769
2005-06-03,99.52882205513785
2005-06-06,99.48872180451127
2005-06-07,99.5187969924812
2005-06-08,99.44862155388472
2005-06-09,99.468671679198
2005-06-10,99.48872180451127
2005-06-13,99.50877192982458
2005-06-14,99.5689223057644
2005-06-15,99.55889724310777
2005-06-16,99.50877192982458
2005-06-17,99.52882205513785
2005-06-20,99.50877192982458
2005-06-21,99.53884711779449
2005-06-22,99.44862155388472
2005-06-23,99.35839598997494
2005-06-24,99.26817042606515
2005-06-27,99.21804511278195
2005-06-28,99.40852130325814
2005-06-29,99.34837092731829
2005-06-30,99.34837092731829
2005-07-01,99.36842105263159
2005-07-05,99.41854636591478
2005-07-06,99.36842105263159
2005-07-07,99.28822055137844
2005-07-08,99.42857142857143
2005-07-11,99.45864661654134
2005-07-12,99.468671679198
2005-07-13,99.50877192982458
2005-07-14,99.57894736842105
2005-07-15,99.58897243107769
2005-07-18,99.59899749373433
2005-07-19,99.58897243107769
2005-07-20,99.62907268170426
2005-07-21,99.64912280701755
2005-07-22,99.66917293233082
2005-07-25,99.65914786967419
2005-07-26,99.71929824561403
2005-07-27,99.7593984962406
2005-07-28,99.80952380952381
2005-07-29,99.7794486215539
2005-08-01,99.74937343358395
2005-08-02,99.70927318295739
2005-08-03,99.70927318295739
2005-08-04,99.64912280701755
2005-08-05,99.62907268170426
2005-08-08,99.61904761904762
2005-08-09,99.67919799498748
2005-08-10,99.69924812030075
2005-08-11,99.72932330827068
2005-08-12,99.70927318295739
2005-08-15,99.69924812030075
2005-08-16,99.70927318295739
2005-08-17,99.7593984962406
2005-08-18,99.76942355889724
2005-08-19,99.80952380952381
2005-08-22,99.85964912280701
2005-08-23,99.90977443609023
2005-08-24,99.86967418546367
2005-08-25,99.8796992481203
2005-08-26,99.83959899749374
2005-08-29,99.82957393483709
2005-08-30,99.79949874686717
2005-08-31,99.78947368421053
2005-09-01,99.74937343358395
2005-09-02,99.67919799498748
2005-09-05,99.66917293233082
2005-09-06,99.79949874686717
2005-09-07,99.76942355889724
2005-09-08,99.7794486215539
2005-09-09,99.81954887218045
2005-09-12,99.83959899749374
2005-09-13,99.83959899749374
2005-09-14,99.86967418546367
2005-09-15,99.82957393483709
2005-09-16,99.81954887218045
2005-09-21,100.14035087719297
2005-09-22,100.14035087719297
2005-09-23,100.17042606516291
2005-09-26,100.20050125313284
2005-09-27,100.21052631578947
2005-09-28,100.20050125313284
2005-09-29,100.23057644110276
2005-09-30,100.23057644110276
2005-10-03,100.23057644110276
2005-10-04,100.2406015037594
2005-10-05,100.22055137844612
2005-10-06,100.13032581453633
2005-10-07,100.11027568922306
2005-10-11,100.1203007518797
2005-10-12,100.0701754385965
2005-10-13,100.04010025062658
2005-10-14,100.0701754385965
2005-10-17,100.14035087719297
