Date,Total Return Index
2006-03-28,100.0
2006-03-29,99.90056676941434
2006-03-30,99.89062344635578
2006-03-31,100.01988664611714
2006-04-03,100.13920652281993
2006-04-04,100.17897981505419
2006-04-05,100.30824301481556
2006-04-06,100.33807298399124
2006-04-07,100.30824301481556
2006-04-10,100.22869643034701
2006-04-11,100.33807298399124
2006-04-12,100.48722282986975
2006-04-13,100.59659938351398
2006-04-17,100.55682609127972
2006-04-18,100.74574922939246
2006-04-19,100.96450233668092
2006-04-20,101.06393556726658
2006-04-21,101.18325544396937
2006-04-24,101.18325544396937
2006-04-25,101.30257532067218
2006-04-26,101.46166848960925
2006-04-27,101.58098836631201
2006-04-28,101.77985482748335
2006-05-01,101.77985482748335
2006-05-02,101.86934473501046
2006-05-03,101.5611017201949
2006-05-04,101.23297205926221
2006-05-05,101.51138510490208
2006-05-08,101.45172516655067
2006-05-09,101.43183852043353
2006-05-10,101.54121507407777
2006-05-11,101.39206522819929
2006-05-12,101.04404892114947
2006-05-15,101.05399224420802
2006-05-16,101.04404892114947
2006-05-17,100.53693944516257
2006-05-18,100.7656358755096
2006-05-19,100.75569255245102
2006-05-22,99.99005667694144
2006-05-23,100.09943323058567
2006-05-24,99.43323058566173
2006-05-25,100.07954658446853
2006-05-26,100.30824301481556
2006-05-30,99.82102018494582
2006-05-31,99.87073680023865
2006-06-01,100.07954658446853
2006-06-02,100.06960326140997
2006-06-05,99.78124689271155
2006-06-06,99.64204036989162
2006-06-07,99.81107686188724
2006-06-08,99.48294720095457
2006-06-09,99.52272049318883
2006-06-12,99.39345729342747
2006-06-13,99.00566769414338
2006-06-14,98.49855821815652
2006-06-15,98.87640449438203
2006-06-16,98.58804812568361
2006-06-19,98.41901163368799
2006-06-20,98.34940837227802
2006-06-21,98.41901163368799
2006-06-22,98.36929501839516
2006-06-23,98.24997514169236
2006-06-26,98.25991846475091
2006-06-27,98.31957840310231
2006-06-28,98.68748135626927
2006-06-29,99.39345729342747
2006-06-30,99.90056676941434
2006-07-03,99.99005667694144
2006-07-05,99.75141692353584
2006-07-06,99.8011335388287
2006-07-07,99.58238043154023
2006-07-10,99.51277717013026
2006-07-11,99.36362732425178
2006-07-12,99.06532763249479
2006-07-13,98.72725464850353
2006-07-14,98.66759471015214
2006-07-17,98.7073680023864
2006-07-18,98.87640449438203
2006-07-19,99.39345729342747
2006-07-20,99.19459083225615
2006-07-21,99.18464750919757
2006-07-24,99.24430744754899
2006-07-25,99.16476086308045
2006-07-26,99.2343641244904
2006-07-27,99.2045341553147
2006-07-28,99.39345729342747
2006-07-31,99.38351397036891
2006-08-01,99.2343641244904
2006-08-02,99.39345729342747
2006-08-03,99.38351397036891
2006-08-04,99.46306055483744
2006-08-07,99.37357064731034
2006-08-08,99.44317390872031
2006-08-09,99.43323058566173
2006-08-10,99.473003877896
2006-08-11,99.43323058566173
2006-08-14,99.46306055483744
2006-08-15,99.62215372377449
2006-08-16,99.84090683106295
2006-08-17,99.86079347718008
2006-08-18,99.83096350800439
2006-08-21,99.62215372377449
2006-08-22,99.57243710848167
2006-08-23,99.5028338470717
2006-08-24,99.57243710848167
2006-08-25,99.61221040071592
2006-08-28,99.70170030824302
2006-08-29,99.7116436313016
2006-08-30,99.82102018494582
2006-08-31,99.9701700308243
