Date,Total Return Index,Beta Raw,Volatility 30D
2010-07-29,100.0,,
2010-07-30,100.2584349618433,,
2010-08-02,100.40507447304492,,
2010-08-03,100.49400044168529,,
2010-08-04,100.50018403553113,,
2010-08-05,100.49547272593429,,
2010-08-06,100.46740117291979,,
2010-08-09,100.4694623708684,,
2010-08-10,100.53316320270902,,
2010-08-11,100.54857311118201,,
2010-08-12,100.61188133388954,,
2010-08-13,100.60932937452458,,
2010-08-16,100.59499914116752,,
2010-08-17,101.02304124849707,,
2010-08-18,101.1240399479793,,
2010-08-19,101.11461732878561,,
2010-08-20,102.0053492994381,,
2010-08-23,102.04362868991241,,
2010-08-24,102.1339287905185,,
2010-08-25,102.69565430765834,,
2010-08-26,102.57718450175449,,
2010-08-27,103.570681912988,,
2010-08-30,103.54516231933846,,
2010-08-31,103.49265084779036,,
2010-09-01,103.35916374254657,,
2010-09-02,102.62125487694158,,
2010-09-03,102.49041788334601,,
2010-09-06,102.51691899982825,,
2010-09-07,102.51132431968199,,
2010-09-08,102.5276175987044,,
2010-09-09,102.9288641327019,,
2010-09-10,102.93279022403262,,
2010-09-13,102.89676833607342,,
2010-09-14,102.79105832699433,,
2010-09-15,102.77309645915639,,
2010-09-16,102.76426275366232,,
2010-09-17,102.73334478443306,,
2010-09-20,102.73491522096533,,
2010-09-21,102.67327558707335,,
2010-09-22,102.69869702843964,,
2010-09-23,102.7150884597453,,
2010-09-24,102.70164159693766,,
2010-09-27,102.66130100851471,,
2010-09-28,102.67082177999167,,
2010-09-29,102.70762888621697,,
2010-09-30,102.77594287537116,,
2010-10-01,102.59740387210758,,
2010-10-04,102.54332196402717,,
2010-10-05,102.55156675582167,,
2010-10-06,102.58425146614974,,
2010-10-07,102.5952445218757,,
2010-10-08,102.39609353912596,,
2010-10-11,102.34446543812727,,
2010-10-12,102.37980026010356,,
2010-10-13,102.42583368095602,,
2010-10-14,102.35025642284003,,
2010-10-15,101.9111231075013,,
2010-10-18,101.89826515839326,,
2010-10-19,101.38168969155646,,
2010-10-20,101.42183397541287,,
2010-10-21,101.34635486958017,,
2010-10-22,101.10558731872501,,
2010-10-25,100.8919097980517,,
2010-10-26,100.93961180771969,,
2010-10-27,101.00272372586068,,
2010-10-28,100.94962334061297,,
2010-10-29,101.06662086226781,,
2010-11-01,101.07359850808531,,
2010-11-02,100.98427109660639,,
2010-11-03,100.97416141142983,,
2010-11-04,100.98672490368807,,
2010-11-05,101.36657423993327,,
2010-11-08,101.35322552940889,,
2010-11-09,101.37089294039703,,
2010-11-10,102.09447157264498,,
2010-11-11,102.13098422202047,,
2010-11-12,102.47383014747382,,
2010-11-15,102.50494442126961,,
2010-11-16,102.68495570878218,,
2010-11-17,102.82256520992321,,
2010-11-18,103.03192403013277,,
2010-11-19,103.49608617770471,,
2010-11-22,103.70721173901308,,
2010-11-23,103.45181949795108,,
2010-11-24,103.33658871739505,,
2010-11-25,103.33442936716317,,
2010-11-26,102.84543469192454,,
2010-11-29,102.83169337226707,,
2010-11-30,102.37077025004295,,
2010-12-01,102.27409025102448,,
2010-12-02,102.26496208868059,,
2010-12-03,102.26555100238022,,
2010-12-06,102.15679827251982,,
2010-12-07,102.14776826245921,,
2010-12-08,102.15277402890585,,
2010-12-09,102.10242190758963,,
2010-12-10,102.05894044610213,,
2010-12-13,102.23797021078202,,
2010-12-14,102.11635953181361,,
2010-12-15,102.2534782715383,,
2010-12-16,102.25141707358969,,
2010-12-17,102.24071847471352,,
2010-12-20,102.22314921600864,,
2010-12-21,102.23453488086767,,
2010-12-22,102.2211861703433,,
2010-12-23,102.21568964248031,,
2010-12-24,102.2088189826516,,
2010-12-27,102.20263538880575,,
2010-12-28,102.18889406914829,,
2010-12-29,102.18467352096778,,
2010-12-30,102.18280862758571,,
2010-12-31,102.19713886094274,,
2011-01-03,102.18437906411799,,
2011-01-04,102.18045297278728,,
2011-01-05,102.25701175373594,,
2011-01-06,102.25210413957255,,
2011-01-07,102.2540671852379,,
2011-01-10,102.24032586558044,,
2011-01-11,102.3090324638677,,
2011-01-12,102.23443672858441,,
2011-01-13,102.2383628199151,,
2011-01-14,102.0508919588742,,
2011-01-17,101.74858292641034,,
2011-01-18,101.73582312958555,,
2011-01-19,101.72404485559345,,
2011-01-20,101.5856501361863,,
2011-01-21,101.6170588668319,,
2011-01-24,101.42468039162762,,
2011-01-25,101.68576546511913,,
2011-01-26,101.4286064829583,,
2011-01-27,101.36775206733246,,
2011-01-28,101.44627389394647,,
2011-01-31,101.34223247368293,,
2011-02-01,101.45903369077122,,
2011-02-02,101.30395308320861,,
2011-02-03,101.20187470861042,,
2011-02-04,101.12629745049443,,
2011-02-07,101.09979633401223,,
2011-02-08,101.21267145976984,,
2011-02-09,101.11942679066573,,
2011-02-10,101.15083552131132,,
2011-02-11,101.09881481117955,,
2011-02-14,101.14102029298458,,
2011-02-15,101.15868770397272,,
2011-02-16,101.16163227247074,,
2011-02-17,101.19304100311635,,
2011-02-18,101.22052364243123,,
2011-02-21,101.21659755110053,,
2011-02-22,101.3235835398621,,
2011-02-23,101.34419551934828,,
2011-02-24,101.32260201702942,,
2011-02-25,101.64257846048143,,
2011-02-28,101.71913724143009,,
2011-03-01,102.08328221235247,,
2011-03-02,102.43761195494811,,
2011-03-03,102.56030230903248,,
2011-03-04,102.61723063332762,,
2011-03-07,102.703604642603,,
2011-03-08,102.69477093710893,,
2011-03-09,102.84494393050821,,
2011-03-10,102.68495570878218,,
2011-03-11,102.65747306946729,,
2011-03-14,102.62311977032368,,
2011-03-15,102.59465560817608,,
2011-03-16,102.6025077908375,,
2011-03-17,102.50239246190465,,
2011-03-18,102.49552180207593,,
2011-03-21,102.50631855323536,,
2011-03-22,102.42288911245798,,
2011-03-23,102.46705763992836,,
2011-03-24,102.47490982258975,,
2011-03-25,102.43564890928276,,
2011-03-28,102.39736951880845,,
2011-03-29,102.39638799597577,,
2011-03-30,102.43270434078472,,
2011-03-31,102.47196525409173,,
2011-04-01,102.36988687949354,,
2011-04-04,102.34534880867668,,
2011-04-05,102.35123794567271,,
2011-04-06,102.3679238338282,,
2011-04-07,102.31197703236572,,
2011-04-08,102.51024464456604,,
2011-04-11,102.42583368095602,,
2011-04-12,102.52300444139082,,
2011-04-13,102.33553358034993,,
2011-04-14,102.344367285844,,
2011-04-15,102.22658454592299,,
2011-04-18,102.31492160086376,,
2011-04-19,102.29038353004687,,
2011-04-20,102.31590312369643,,
2011-04-21,102.33455205751724,,
2011-04-22,102.34633033150935,,
2011-04-25,102.38166515348564,,
2011-04-26,102.63195347581772,,
2011-04-27,102.65158393247124,,
2011-04-28,102.60741540500086,,
2011-04-29,102.61526758766226,,
2011-04-30,102.62802738448704,,
2011-05-02,102.65747306946729,,
2011-05-03,102.6682698206267,,
2011-05-04,102.79096017471107,,
2011-05-05,102.73697641891395,,
2011-05-06,103.03535936004711,,
2011-05-09,103.01376585772827,,
2011-05-10,102.69771550560695,,
2011-05-11,102.94309621377569,,
2011-05-12,103.07167570485609,,
2011-05-13,103.45741417809732,,
2011-05-16,103.52415773071921,,
2011-05-17,103.55458493853213,,
2011-05-18,103.58010453218169,,
2011-05-19,103.6340882879788,,
2011-05-20,103.89615488430302,,
2011-05-23,103.87063529065345,,
2011-05-24,104.08166269967856,,
2011-05-25,104.10325620199741,,
2011-05-26,104.2171128505877,,
2011-05-27,104.24066939857188,,
2011-05-30,104.26128137805806,,
